Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PPG,RPG,APG,STLPG,BLKPG,MPG,Username,pagerank,eigen,load,betw,followers,Votes
2017.0,Jeff Withey,C,26.0,UTA,51.0,1.0,432.0,18.8,0.588,0.01,0.466,14.3,17.9,16.2,2.5,1.9,6.0,10.1,14.9,1.0,0.9,1.8,0.205,-1.2,2.7,1.5,0.4,55.0,103.0,0.534,0.0,1.0,0.0,55.0,102.0,0.539,0.534,36.0,48.0,0.75,52.0,69.0,121.0,7.0,16.0,32.0,14.0,52.0,146.0,2.8627450980392157,2.372549019607843,0.13725490196078433,0.3137254901960784,0.6274509803921569,8.470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,740.0
2017.0,Christian Wood,PF,21.0,CHO,13.0,0.0,107.0,15.1,0.591,0.217,0.652,14.3,15.5,14.9,2.8,1.4,4.9,19.1,15.4,0.1,0.1,0.3,0.125,-2.5,0.6,-2.0,0.0,12.0,23.0,0.522,0.0,5.0,0.0,12.0,18.0,0.667,0.522,11.0,15.0,0.733,14.0,15.0,29.0,2.0,3.0,6.0,7.0,11.0,35.0,2.6923076923076925,2.230769230769231,0.15384615384615385,0.23076923076923078,0.46153846153846156,8.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,593.0
2017.0,Brandan Wright,PF,29.0,MEM,28.0,5.0,447.0,18.5,0.628,0.006999999999999999,0.259,7.7,12.4,10.0,6.0,1.3,4.3,6.2,16.3,1.1,0.5,1.6,0.177,0.0,1.3,1.3,0.4,83.0,135.0,0.615,0.0,1.0,0.0,83.0,134.0,0.619,0.615,23.0,35.0,0.657,31.0,47.0,78.0,15.0,11.0,20.0,10.0,42.0,189.0,6.75,2.7857142857142856,0.5357142857142857,0.39285714285714285,0.7142857142857143,15.964285714285714,0.0,0.0,0.0,0.0,0.0,0.0,593.0
2017.0,Delon Wright,PG,24.0,TOR,27.0,0.0,446.0,15.0,0.535,0.259,0.474,4.1,8.1,6.1,18.2,3.1,2.1,15.1,16.6,0.5,0.6,1.1,0.11699999999999999,-0.1,1.2,1.1,0.4,49.0,116.0,0.42200000000000004,10.0,30.0,0.33299999999999996,39.0,86.0,0.45299999999999996,0.466,42.0,55.0,0.764,16.0,32.0,48.0,57.0,27.0,11.0,25.0,31.0,150.0,5.555555555555555,1.7777777777777777,2.111111111111111,1.0,0.4074074074074074,16.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,1360.0
2017.0,James Young,SG,21.0,BOS,29.0,0.0,220.0,10.0,0.5489999999999999,0.603,0.155,3.1,10.0,6.6,2.6,2.3,0.7,6.1,13.3,0.1,0.2,0.3,0.076,-2.0,-1.1,-3.1,-0.1,25.0,58.0,0.431,12.0,35.0,0.34299999999999997,13.0,23.0,0.565,0.534,6.0,9.0,0.667,6.0,20.0,26.0,4.0,10.0,2.0,4.0,15.0,68.0,2.3448275862068964,0.896551724137931,0.13793103448275862,0.3448275862068966,0.06896551724137931,7.586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,1414.0
2017.0,Joe Young,PG,24.0,IND,33.0,0.0,135.0,11.4,0.433,0.319,0.20800000000000002,0.8,13.1,7.1,18.0,1.5,0.0,6.0,27.8,-0.2,0.1,-0.1,-0.022000000000000002,-3.5,-3.8,-7.3,-0.2,26.0,72.0,0.361,5.0,23.0,0.217,21.0,49.0,0.429,0.396,11.0,15.0,0.733,1.0,16.0,17.0,15.0,4.0,0.0,5.0,5.0,68.0,2.0606060606060606,0.5151515151515151,0.45454545454545453,0.12121212121212122,0.0,4.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,781.0
2017.0,Nick Young,SG,31.0,LAL,60.0,60.0,1556.0,14.1,0.588,0.665,0.142,1.7,8.2,4.8,5.8,1.2,0.7,5.1,19.5,3.0,0.2,3.2,0.098,2.6,-3.4,-0.7,0.5,272.0,633.0,0.43,170.0,421.0,0.40399999999999997,102.0,212.0,0.48100000000000004,0.564,77.0,90.0,0.856,25.0,112.0,137.0,58.0,37.0,14.0,36.0,137.0,791.0,13.183333333333334,2.283333333333333,0.9666666666666667,0.6166666666666667,0.23333333333333334,25.933333333333334,swaggyp1,0.009260903000000001,0.115692105,0.013797253,0.014257601000000002,3405044.0,68085.0
2017.0,Thaddeus Young,PF,28.0,IND,74.0,74.0,2237.0,14.9,0.562,0.172,0.125,6.7,15.8,11.3,8.4,2.6,1.2,11.7,16.5,1.9,2.7,4.6,0.099,0.0,1.5,1.5,2.0,362.0,687.0,0.527,45.0,118.0,0.381,317.0,569.0,0.557,0.56,45.0,86.0,0.523,131.0,318.0,449.0,122.0,114.0,30.0,96.0,135.0,814.0,11.0,6.0675675675675675,1.6486486486486487,1.5405405405405406,0.40540540540540543,30.22972972972973,0.0,0.0,0.0,0.0,0.0,0.0,3076.0
2017.0,Cody Zeller,PF,24.0,CHO,62.0,58.0,1725.0,16.7,0.604,0.002,0.442,8.6,17.3,12.9,9.1,1.8,3.0,10.9,15.5,3.4,2.2,5.6,0.157,-0.2,2.3,2.1,1.8,253.0,443.0,0.5710000000000001,0.0,1.0,0.0,253.0,442.0,0.5720000000000001,0.5710000000000001,133.0,196.0,0.679,135.0,270.0,405.0,99.0,62.0,58.0,65.0,189.0,639.0,10.306451612903226,6.532258064516129,1.596774193548387,1.0,0.9354838709677419,27.822580645161292,0.0,0.0,0.0,0.0,0.0,0.0,6168.0
2017.0,Tyler Zeller,C,27.0,BOS,51.0,5.0,525.0,13.0,0.508,0.006,0.247,9.2,17.0,13.2,12.2,0.7,3.3,10.2,16.5,0.5,0.6,1.0,0.094,-3.2,0.8,-2.5,-0.1,78.0,158.0,0.494,0.0,1.0,0.0,78.0,157.0,0.49700000000000005,0.494,22.0,39.0,0.564,43.0,81.0,124.0,42.0,7.0,21.0,20.0,61.0,178.0,3.4901960784313726,2.4313725490196076,0.8235294117647058,0.13725490196078433,0.4117647058823529,10.294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,2160.0
2017.0,Stephen Zimmerman,C,20.0,ORL,19.0,0.0,108.0,7.3,0.34600000000000003,0.0,0.161,10.8,24.9,17.6,5.3,0.9,3.7,8.3,14.8,-0.1,0.1,0.0,-0.005,-7.8,0.4,-7.3,-0.1,10.0,31.0,0.32299999999999995,0.0,0.0,,10.0,31.0,0.32299999999999995,0.32299999999999995,3.0,5.0,0.6,11.0,24.0,35.0,4.0,2.0,5.0,3.0,17.0,23.0,1.2105263157894737,1.8421052631578947,0.21052631578947367,0.10526315789473684,0.2631578947368421,5.684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,767.0
2017.0,Paul Zipser,SF,22.0,CHI,44.0,18.0,843.0,6.9,0.503,0.44799999999999995,0.18100000000000002,1.9,14.2,8.0,6.1,0.9,1.5,14.4,14.4,-0.3,0.8,0.5,0.03,-3.6,-0.1,-3.7,-0.4,88.0,221.0,0.39799999999999996,33.0,99.0,0.33299999999999996,55.0,122.0,0.451,0.473,31.0,40.0,0.775,15.0,110.0,125.0,36.0,15.0,16.0,40.0,78.0,240.0,5.454545454545454,2.840909090909091,0.8181818181818182,0.3409090909090909,0.36363636363636365,19.15909090909091,0.0,0.0,0.0,0.0,0.0,0.0,2272.0
2017.0,Ivica Zubac,C,19.0,LAL,38.0,11.0,609.0,17.0,0.547,0.013000000000000001,0.20600000000000002,7.1,21.9,14.3,8.1,1.1,4.4,10.4,20.3,0.6,0.5,1.1,0.086,-2.7,0.3,-2.5,-0.1,126.0,238.0,0.529,0.0,3.0,0.0,126.0,235.0,0.536,0.529,32.0,49.0,0.653,41.0,118.0,159.0,30.0,14.0,33.0,30.0,66.0,284.0,7.473684210526316,4.184210526315789,0.7894736842105263,0.3684210526315789,0.868421052631579,16.026315789473685,0.0,0.0,0.0,0.0,0.0,0.0,3582.0
2018.0,Alex Abrines,SG,24.0,OKC,75.0,N/A,1134.0,9.0,0.5670000000000001,0.759,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,1.3,1.0,2.2,0.094,-0.5,-1.7,-2.2,-0.1,115.0,291.0,0.395,84.0,221.0,0.38,31.0,70.0,0.44299999999999995,0.54,39.0,46.0,0.848,26.0,88.0,114.0,28.0,38.0,8.0,25.0,124.0,353.0,4.706666666666667,1.52,0.37333333333333335,0.5066666666666667,0.10666666666666667,15.12,alexabrines,0.002633055,0.023703908,0.001329117,0.001135515,152100.0,25921.0
2018.0,Quincy Acy,PF,27.0,BRK,70.0,N/A,1359.0,8.2,0.525,0.8,0.16399999999999998,3.1,17.0,10.0,6.0,1.2,1.6,13.3,14.4,-0.1,1.1,1.0,0.036000000000000004,-2.0,-0.2,-2.2,-0.1,130.0,365.0,0.35600000000000004,102.0,292.0,0.349,28.0,73.0,0.384,0.496,49.0,60.0,0.8170000000000001,40.0,217.0,257.0,57.0,33.0,29.0,60.0,149.0,411.0,5.871428571428571,3.6714285714285713,0.8142857142857143,0.4714285714285714,0.4142857142857143,19.414285714285715,quincyacy,0.004711341,0.049632095999999994,0.005948376,0.005767696,65300.0,12948.0
2018.0,Steven Adams,C,24.0,OKC,76.0,N/A,2487.0,20.6,0.63,0.003,0.402,16.6,13.9,15.3,5.5,1.8,2.8,13.2,16.7,6.7,3.0,9.7,0.187,2.2,1.1,3.3,3.3,448.0,712.0,0.629,0.0,2.0,0.0,448.0,710.0,0.631,0.629,160.0,286.0,0.5589999999999999,384.0,301.0,685.0,88.0,92.0,78.0,128.0,215.0,1056.0,13.894736842105264,9.013157894736842,1.1578947368421053,1.2105263157894737,1.0263157894736843,32.723684210526315,stevenadams,0.004075755,0.030257166000000002,0.0034849559999999996,0.0033517020000000002,410922.0,360822.0
2018.0,Bam Adebayo,C,20.0,MIA,69.0,N/A,1368.0,15.7,0.57,0.021,0.526,9.7,21.6,15.6,11.0,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.14800000000000002,-1.6,1.8,0.2,0.8,174.0,340.0,0.512,0.0,7.0,0.0,174.0,333.0,0.523,0.512,129.0,179.0,0.721,118.0,263.0,381.0,101.0,32.0,41.0,66.0,138.0,477.0,6.913043478260869,5.521739130434782,1.463768115942029,0.463768115942029,0.5942028985507246,19.82608695652174,bam1of1,0.004172299,0.049754537,0.0033997579999999997,0.003381838,204054.0,21028.0
2018.0,Arron Afflalo,SG,32.0,ORL,53.0,N/A,682.0,5.8,0.516,0.43200000000000005,0.16,0.6,10.1,5.3,6.2,0.3,1.1,10.8,12.5,-0.1,0.2,0.1,0.009000000000000001,-4.1,-1.8,-5.8,-0.7,65.0,162.0,0.401,27.0,70.0,0.386,38.0,92.0,0.413,0.485,22.0,26.0,0.846,4.0,62.0,66.0,30.0,4.0,9.0,21.0,56.0,179.0,3.3773584905660377,1.2452830188679245,0.5660377358490566,0.07547169811320754,0.16981132075471697,12.867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,10621.0
2018.0,Cole Aldrich,C,29.0,MIN,21.0,N/A,49.0,6.0,0.34,0.0,0.4,7.0,28.6,17.7,8.2,2.0,1.8,5.4,16.8,-0.1,0.1,0.0,-0.013000000000000001,-7.0,0.1,-6.9,-0.1,5.0,15.0,0.33299999999999996,0.0,0.0,,5.0,15.0,0.33299999999999996,0.33299999999999996,2.0,6.0,0.33299999999999996,3.0,12.0,15.0,3.0,2.0,1.0,1.0,11.0,12.0,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.09523809523809523,0.047619047619047616,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,8972.0
2018.0,LaMarcus Aldridge,C,32.0,SAS,75.0,N/A,2509.0,25.0,0.57,0.068,0.29600000000000004,10.8,17.3,14.0,11.3,0.9,3.0,6.8,29.1,7.4,3.5,10.9,0.209,3.0,0.3,3.3,3.3,687.0,1347.0,0.51,27.0,92.0,0.293,660.0,1255.0,0.526,0.52,334.0,399.0,0.8370000000000001,246.0,389.0,635.0,152.0,43.0,90.0,111.0,161.0,1735.0,23.133333333333333,8.466666666666667,2.026666666666667,0.5733333333333334,1.2,33.45333333333333,aldridge_121,0.004219540999999999,0.027923571,0.004031101,0.003897636,373257.0,578853.0
2018.0,Jarrett Allen,C,19.0,BRK,72.0,N/A,1441.0,17.5,0.636,0.038,0.37,10.5,18.2,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-1.3,1.4,0.2,0.8,234.0,397.0,0.589,5.0,15.0,0.33299999999999996,229.0,382.0,0.599,0.596,114.0,147.0,0.7759999999999999,144.0,244.0,388.0,49.0,28.0,88.0,82.0,147.0,587.0,8.152777777777779,5.388888888888889,0.6805555555555556,0.3888888888888889,1.2222222222222223,20.01388888888889,0.0,0.0,0.0,0.0,0.0,0.0,11705.0
2018.0,Kadeem Allen,PG,25.0,BOS,18.0,N/A,107.0,2.6,0.366,0.5,0.409,4.1,7.1,5.6,15.2,1.4,1.6,25.7,14.6,-0.2,0.1,-0.1,-0.039,-6.7,0.3,-6.4,-0.1,6.0,22.0,0.273,0.0,11.0,0.0,6.0,11.0,0.545,0.273,7.0,9.0,0.778,4.0,7.0,11.0,12.0,3.0,2.0,9.0,15.0,19.0,1.0555555555555556,0.6111111111111112,0.6666666666666666,0.16666666666666666,0.1111111111111111,5.944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,10822.0
2018.0,Tony Allen,SF,36.0,NOP,22.0,N/A,273.0,8.7,0.514,0.132,0.231,8.2,10.4,9.3,4.6,1.9,0.9,15.9,18.9,-0.2,0.2,0.1,0.017,-4.0,-1.3,-5.2,-0.2,44.0,91.0,0.484,4.0,12.0,0.33299999999999996,40.0,79.0,0.506,0.505,11.0,21.0,0.524,20.0,27.0,47.0,9.0,11.0,3.0,19.0,49.0,103.0,4.681818181818182,2.1363636363636362,0.4090909090909091,0.5,0.13636363636363635,12.409090909090908,0.0,0.0,0.0,0.0,0.0,0.0,7742.0
2018.0,Al-Farouq Aminu,PF,27.0,POR,69.0,N/A,2072.0,12.0,0.522,0.5820000000000001,0.13699999999999998,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.09699999999999999,-0.8,1.9,1.1,1.6,230.0,582.0,0.395,125.0,339.0,0.369,105.0,243.0,0.43200000000000005,0.503,59.0,80.0,0.738,97.0,428.0,525.0,84.0,79.0,40.0,79.0,136.0,644.0,9.333333333333334,7.608695652173913,1.2173913043478262,1.144927536231884,0.5797101449275363,30.028985507246375,chiefhasarrived,0.0022023000000000004,0.018895322,0.0011197919999999999,0.000793834,80165.0,11032.0
2018.0,Justin Anderson,SF,24.0,PHI,38.0,N/A,519.0,13.0,0.54,0.51,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,0.115,-0.5,-1.5,-2.0,0.0,87.0,202.0,0.431,34.0,103.0,0.33,53.0,99.0,0.535,0.515,28.0,38.0,0.737,25.0,68.0,93.0,25.0,15.0,7.0,16.0,54.0,236.0,6.2105263157894735,2.4473684210526314,0.6578947368421053,0.39473684210526316,0.18421052631578946,13.657894736842104,0.0,0.0,0.0,0.0,0.0,0.0,4655.0
2018.0,Kyle Anderson,SF,24.0,SAS,74.0,N/A,1978.0,15.9,0.5820000000000001,0.13,0.33299999999999996,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,0.151,-0.3,4.3,4.1,3.0,231.0,438.0,0.527,19.0,57.0,0.33299999999999996,212.0,381.0,0.556,0.5489999999999999,104.0,146.0,0.7120000000000001,84.0,312.0,396.0,202.0,115.0,60.0,94.0,114.0,585.0,7.905405405405405,5.351351351351352,2.72972972972973,1.554054054054054,0.8108108108108109,26.72972972972973,0.0,0.0,0.0,0.0,0.0,0.0,38335.0
2018.0,Ryan Anderson,PF,29.0,HOU,66.0,N/A,1725.0,12.6,0.5920000000000001,0.706,0.19399999999999998,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,3.1,1.7,4.8,0.132,1.0,-0.8,0.2,1.0,207.0,480.0,0.431,131.0,339.0,0.386,76.0,141.0,0.539,0.568,72.0,93.0,0.774,94.0,237.0,331.0,60.0,24.0,21.0,42.0,126.0,617.0,9.348484848484848,5.015151515151516,0.9090909090909091,0.36363636363636365,0.3181818181818182,26.136363636363637,0.0,0.0,0.0,0.0,0.0,0.0,33494.0
2018.0,Ike Anigbogu,C,19.0,IND,11.0,N/A,30.0,21.6,0.5579999999999999,0.0,0.667,19.0,15.0,16.9,0.0,1.7,8.9,14.7,20.3,0.1,0.0,0.1,0.165,-4.1,-1.2,-5.4,0.0,4.0,9.0,0.444,0.0,0.0,,4.0,9.0,0.444,0.444,5.0,6.0,0.833,5.0,4.0,9.0,0.0,1.0,3.0,2.0,1.0,13.0,1.1818181818181819,0.8181818181818182,0.0,0.09090909090909091,0.2727272727272727,2.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,5391.0
2018.0,Giannis Antetokounmpo,PF,23.0,MIL,75.0,N/A,2756.0,27.3,0.598,0.1,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,11.9,0.207,3.9,1.9,5.8,5.4,742.0,1402.0,0.529,43.0,140.0,0.307,699.0,1262.0,0.5539999999999999,0.545,487.0,641.0,0.76,156.0,597.0,753.0,361.0,109.0,106.0,223.0,231.0,2014.0,26.85333333333333,10.04,4.8133333333333335,1.4533333333333334,1.4133333333333333,36.74666666666667,giannis_an34,0.004280776,0.03618111,0.002072423,0.00196922,4706806.0,2530211.0
2018.0,Carmelo Anthony,PF,33.0,OKC,78.0,N/A,2501.0,12.7,0.503,0.406,0.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-1.9,-1.9,-3.8,-1.1,472.0,1168.0,0.40399999999999997,169.0,474.0,0.35700000000000004,303.0,694.0,0.43700000000000006,0.47600000000000003,148.0,193.0,0.767,67.0,386.0,453.0,103.0,47.0,49.0,99.0,197.0,1261.0,16.166666666666668,5.8076923076923075,1.3205128205128205,0.6025641025641025,0.6282051282051282,32.06410256410256,carmeloanthony,0.011700442,0.165995258,0.00483707,0.005114604,6460468.0,612021.0
2018.0,OG Anunoby,SF,20.0,TOR,74.0,N/A,1481.0,10.0,0.5870000000000001,0.569,0.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,1.4,1.6,3.0,0.098,0.2,0.4,0.6,1.0,163.0,346.0,0.47100000000000003,73.0,197.0,0.371,90.0,149.0,0.604,0.5770000000000001,39.0,62.0,0.629,44.0,140.0,184.0,55.0,52.0,14.0,45.0,130.0,438.0,5.918918918918919,2.4864864864864864,0.7432432432432432,0.7027027027027027,0.1891891891891892,20.013513513513512,0.0,0.0,0.0,0.0,0.0,0.0,44290.0
2018.0,Ryan Arcidiacono,PG,23.0,CHI,24.0,N/A,304.0,7.3,0.55,0.7559999999999999,0.146,0.3,8.8,4.4,15.5,2.1,0.0,23.0,8.1,0.1,0.2,0.3,0.04,-3.3,-0.7,-4.1,-0.2,17.0,41.0,0.415,9.0,31.0,0.29,8.0,10.0,0.8,0.524,5.0,6.0,0.833,1.0,24.0,25.0,35.0,13.0,0.0,13.0,18.0,48.0,2.0,1.0416666666666667,1.4583333333333333,0.5416666666666666,0.0,12.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4465.0
2018.0,Trevor Ariza,SF,32.0,HOU,67.0,N/A,2269.0,11.8,0.5670000000000001,0.71,0.13699999999999998,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,0.113,0.8,0.7,1.5,2.0,268.0,651.0,0.41200000000000003,170.0,462.0,0.368,98.0,189.0,0.519,0.542,76.0,89.0,0.8540000000000001,33.0,261.0,294.0,105.0,98.0,13.0,52.0,132.0,782.0,11.671641791044776,4.388059701492537,1.5671641791044777,1.462686567164179,0.19402985074626866,33.865671641791046,0.0,0.0,0.0,0.0,0.0,0.0,70852.0
2018.0,Darrell Arthur,PF,29.0,DEN,19.0,N/A,141.0,8.4,0.5589999999999999,0.489,0.064,2.4,9.5,6.0,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0.0,-0.011000000000000001,-3.5,-1.0,-4.5,-0.1,22.0,47.0,0.46799999999999997,8.0,23.0,0.348,14.0,24.0,0.583,0.5529999999999999,2.0,3.0,0.667,3.0,12.0,15.0,9.0,8.0,3.0,15.0,22.0,54.0,2.8421052631578947,0.7894736842105263,0.47368421052631576,0.42105263157894735,0.15789473684210525,7.421052631578948,0.0,0.0,0.0,0.0,0.0,0.0,2523.0
2018.0,Jamel Artis,SG,25.0,ORL,15.0,N/A,279.0,6.9,0.457,0.36700000000000005,0.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,-0.1,0.1,0.0,-0.006,-4.3,-1.5,-5.9,-0.3,31.0,79.0,0.392,8.0,29.0,0.276,23.0,50.0,0.46,0.44299999999999995,7.0,12.0,0.583,4.0,34.0,38.0,18.0,2.0,3.0,8.0,11.0,77.0,5.133333333333334,2.533333333333333,1.2,0.13333333333333333,0.2,18.6,0.0,0.0,0.0,0.0,0.0,0.0,2489.0
2018.0,Omer Asik,C,31.0,TOT,18.0,N/A,182.0,3.1,0.397,0.0,0.591,5.5,22.2,14.0,2.1,0.5,1.9,24.5,8.7,-0.2,0.2,-0.1,-0.021,-8.1,0.0,-8.1,-0.3,9.0,22.0,0.409,0.0,0.0,,9.0,22.0,0.409,0.409,4.0,13.0,0.308,9.0,38.0,47.0,3.0,2.0,4.0,9.0,20.0,22.0,1.2222222222222223,2.611111111111111,0.16666666666666666,0.1111111111111111,0.2222222222222222,10.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,6996.0
2018.0,D.J. Augustin,PG,30.0,ORL,75.0,N/A,1760.0,15.4,0.615,0.504,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.11,1.5,-2.5,-0.9,0.5,244.0,540.0,0.452,114.0,272.0,0.419,130.0,268.0,0.485,0.557,164.0,189.0,0.868,30.0,130.0,160.0,287.0,54.0,0.0,123.0,94.0,766.0,10.213333333333333,2.1333333333333333,3.8266666666666667,0.72,0.0,23.466666666666665,0.0,0.0,0.0,0.0,0.0,0.0,3499.0
2018.0,Luke Babbitt,SF,28.0,TOT,50.0,N/A,715.0,9.8,0.5760000000000001,0.726,0.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,0.5,0.4,0.9,0.06,-1.0,-2.2,-3.2,-0.2,91.0,215.0,0.423,60.0,156.0,0.385,31.0,59.0,0.525,0.563,17.0,22.0,0.773,7.0,89.0,96.0,31.0,8.0,7.0,19.0,54.0,259.0,5.18,1.92,0.62,0.16,0.14,14.3,0.0,0.0,0.0,0.0,0.0,0.0,4245.0
2018.0,Dwayne Bacon,SG,22.0,CHO,53.0,N/A,713.0,5.8,0.431,0.22399999999999998,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.006999999999999999,-5.4,-0.3,-5.7,-0.7,72.0,192.0,0.375,11.0,43.0,0.256,61.0,149.0,0.409,0.40399999999999997,20.0,25.0,0.8,4.0,120.0,124.0,38.0,16.0,2.0,23.0,46.0,175.0,3.30188679245283,2.339622641509434,0.7169811320754716,0.3018867924528302,0.03773584905660377,13.452830188679245,0.0,0.0,0.0,0.0,0.0,0.0,5716.0
2018.0,Ron Baker,SG,24.0,NYK,29.0,N/A,385.0,9.3,0.504,0.5589999999999999,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10.0,0.1,0.4,0.5,0.059000000000000004,-1.9,0.9,-1.0,0.1,20.0,59.0,0.33899999999999997,11.0,33.0,0.33299999999999996,9.0,26.0,0.34600000000000003,0.43200000000000005,20.0,26.0,0.769,5.0,25.0,30.0,47.0,26.0,6.0,18.0,33.0,71.0,2.4482758620689653,1.0344827586206897,1.6206896551724137,0.896551724137931,0.20689655172413793,13.275862068965518,0.0,0.0,0.0,0.0,0.0,0.0,10238.0
2018.0,Wade Baldwin,PG,21.0,POR,7.0,N/A,80.0,16.6,0.748,0.23800000000000002,0.47600000000000003,1.4,9.5,5.5,9.8,1.2,1.0,13.6,16.1,0.2,0.1,0.3,0.187,1.1,-1.1,0.0,0.0,14.0,21.0,0.667,4.0,5.0,0.8,10.0,16.0,0.625,0.762,6.0,10.0,0.6,1.0,7.0,8.0,5.0,2.0,1.0,4.0,12.0,38.0,5.428571428571429,1.1428571428571428,0.7142857142857143,0.2857142857142857,0.14285714285714285,11.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,3056.0
2018.0,Lonzo Ball,PG,20.0,LAL,52.0,N/A,1780.0,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,0.053,-0.8,2.5,1.7,1.7,203.0,564.0,0.36,90.0,295.0,0.305,113.0,269.0,0.42,0.44,32.0,71.0,0.451,69.0,291.0,360.0,376.0,88.0,43.0,136.0,117.0,528.0,10.153846153846153,6.923076923076923,7.230769230769231,1.6923076923076923,0.8269230769230769,34.23076923076923,zo,0.00604429,0.062872236,0.0030554320000000003,0.0030757420000000002,6423680.0,607961.0
2018.0,J.J. Barea,PG,33.0,DAL,69.0,N/A,1603.0,17.8,0.545,0.45399999999999996,0.14800000000000002,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,0.098,2.4,-2.3,0.1,0.8,303.0,690.0,0.439,115.0,313.0,0.36700000000000005,188.0,377.0,0.499,0.522,80.0,102.0,0.784,15.0,186.0,201.0,434.0,35.0,3.0,143.0,83.0,801.0,11.608695652173912,2.9130434782608696,6.2898550724637685,0.5072463768115942,0.043478260869565216,23.231884057971016,jjbarea11,0.0033101009999999998,0.024611421,0.001626574,0.001672099,365617.0,32164.0
2018.0,Harrison Barnes,PF,25.0,DAL,77.0,N/A,2634.0,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,0.07,-0.7,-1.4,-2.1,-0.1,537.0,1208.0,0.445,119.0,333.0,0.35700000000000004,418.0,875.0,0.478,0.494,259.0,313.0,0.8270000000000001,77.0,391.0,468.0,152.0,49.0,14.0,118.0,94.0,1452.0,18.857142857142858,6.077922077922078,1.974025974025974,0.6363636363636364,0.18181818181818182,34.20779220779221,hbarnes,0.006307147,0.065312987,0.01003172,0.009786127,1144011.0,24636.0
2018.0,Will Barton,SG,27.0,DEN,81.0,N/A,2683.0,16.2,0.562,0.41100000000000003,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.6,1.0,2.0,465.0,1028.0,0.452,156.0,422.0,0.37,309.0,606.0,0.51,0.528,182.0,226.0,0.805,70.0,339.0,409.0,331.0,82.0,52.0,149.0,168.0,1268.0,15.654320987654321,5.049382716049383,4.08641975308642,1.0123456790123457,0.6419753086419753,33.123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,4106.0
