Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,Khris Middleton,SF,25,MIL,29,23,889,15,0.57,0.312,0.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,0.7,0.9,1.6,0.085,0,-0.6,-0.5,0.3,150,333,0.45,45,104,0.433,105,229,0.459,0.518,81,92,0.88,11,112,123,99,41,7,65,79,426
2017,C.J. Miles,SF,29,IND,76,29,1776,13.7,0.592,0.632,0.144,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,2.7,1.4,4,0.109,1.5,-2.1,-0.5,0.7,281,647,0.434,169,409,0.413,112,238,0.471,0.565,84,93,0.903,30,199,229,48,46,25,40,151,815
2017,Mike Miller,SF,36,DEN,20,0,151,7.8,0.586,0.87,0.087,2.2,26.1,14.3,18.3,0.6,0,35.2,10.4,0,0.1,0.1,0.021,-3,-0.8,-3.8,-0.1,9,23,0.391,8,20,0.4,1,3,0.333,0.565,2,2,1,3,36,39,22,2,0,13,9,28
2017,Patty Mills,PG,28,SAS,80,8,1754,15.2,0.577,0.572,0.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,2.8,2.2,5.1,0.139,2.5,-1.2,1.3,1.5,273,622,0.439,147,356,0.413,126,266,0.474,0.557,66,80,0.825,24,118,142,280,65,3,101,109,759
2017,Paul Millsap,PF,31,ATL,69,67,2343,17.8,0.542,0.248,0.417,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,2.6,3.8,6.4,0.132,0.5,2.1,2.7,2.7,430,972,0.442,75,241,0.311,355,731,0.486,0.481,311,405,0.768,111,422,533,252,90,62,158,186,1246
2017,Nikola Mirotic,PF,25,CHI,70,15,1679,14.5,0.546,0.603,0.205,3.9,20.9,12.3,6.9,1.6,2.7,10.4,19.8,1.3,2.5,3.8,0.108,0,0.5,0.4,1,258,625,0.413,129,377,0.342,129,248,0.52,0.516,99,128,0.773,61,323,384,75,53,56,79,128,744
2017,Greg Monroe,C,26,MIL,81,0,1823,21.1,0.572,0.006,0.329,10.8,23.1,17,17.3,2.6,1.8,14.4,24.3,3,2.6,5.6,0.147,0.5,1.5,2,1.9,387,726,0.533,0,4,0,387,722,0.536,0.533,177,239,0.741,167,365,532,187,92,38,140,168,951
2017,ETwaun Moore,SG,27,NOP,73,22,1820,12.1,0.537,0.336,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,1.2,1.5,2.7,0.07,-0.8,-0.5,-1.3,0.3,283,619,0.457,77,208,0.37,206,411,0.501,0.519,57,74,0.77,33,119,152,164,50,32,62,131,700
2017,Marcus Morris,SF,27,DET,79,79,2565,12.4,0.508,0.355,0.184,3.2,12.8,7.8,9.4,1,0.8,7.4,20.3,1.4,2.4,3.9,0.072,-0.3,-0.2,-0.5,1,421,1007,0.418,118,357,0.331,303,650,0.466,0.477,145,185,0.784,77,289,366,160,52,25,87,168,1105
2017,Markieff Morris,PF,27,WAS,76,76,2374,13.7,0.54,0.22,0.242,5.1,18.2,11.7,7.8,1.7,1.5,11.6,20.5,1.6,2.5,4.1,0.083,-1.3,0.2,-1,0.6,406,889,0.457,71,196,0.362,335,693,0.483,0.497,180,215,0.837,107,385,492,126,82,42,129,254,1063
2017,Anthony Morrow,SG,31,TOT,49,7,714,10,0.505,0.528,0.147,1.9,2.9,2.4,5.2,1.7,0.2,2.2,16.4,0.7,0.5,1.2,0.083,-1.2,-3.1,-4.3,-0.4,98,252,0.389,41,133,0.308,57,119,0.479,0.47,34,37,0.919,12,19,31,25,24,2,6,44,271
2017,Donatas Motiejunas,PF,26,NOP,34,0,479,9.2,0.47,0.341,0.355,5.7,16.6,11.1,10.3,1.8,1.9,16.3,17.6,-0.4,0.6,0.2,0.018,-4.1,1.2,-2.9,-0.1,57,138,0.413,11,47,0.234,46,91,0.505,0.453,25,49,0.51,26,75,101,34,18,11,31,55,150
2017,Timofey Mozgov,C,30,LAL,54,52,1104,12.3,0.553,0.003,0.238,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,0.7,0.4,1.1,0.048,-2.8,-0.8,-3.6,-0.4,169,328,0.515,0,1,0,169,327,0.517,0.515,63,78,0.808,104,160,264,43,16,31,72,133,401
2017,Emmanuel Mudiay,PG,20,DEN,55,41,1406,10.9,0.483,0.323,0.303,2.3,11.6,7,21.8,1.4,0.7,16.5,22.6,-0.4,0.5,0.2,0.006,-2,-1.8,-3.8,-0.6,208,551,0.377,56,178,0.315,152,373,0.408,0.428,131,167,0.784,29,149,178,217,41,13,123,95,603
2017,Shabazz Muhammad,SF,24,MIN,78,1,1516,14.9,0.566,0.244,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,-0.2,-4.3,-4.4,-0.9,288,598,0.482,49,146,0.336,239,452,0.529,0.523,147,190,0.774,84,136,220,35,22,6,56,86,772
2017,Dejounte Murray,PG,20,SAS,38,8,322,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0,0.004,-4.6,-0.2,-4.8,-0.2,50,116,0.431,9,23,0.391,41,93,0.441,0.47,21,30,0.7,6,36,42,48,8,6,38,29,130
2017,Jamal Murray,SG,19,DEN,82,10,1764,11.9,0.518,0.471,0.164,2.6,10.7,6.7,14,1.4,1.1,12.6,21.6,0.6,0.7,1.4,0.037,-0.5,-2.1,-2.6,-0.3,295,730,0.404,115,344,0.334,180,386,0.466,0.483,106,120,0.883,41,173,214,170,52,24,113,124,811
2017,Mike Muscala,C,25,ATL,70,3,1237,14.4,0.596,0.326,0.19,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,1.8,1.6,3.4,0.132,-0.4,1.5,1.1,1,170,337,0.504,46,110,0.418,124,227,0.546,0.573,49,64,0.766,76,164,240,95,30,41,55,97,435
2017,Shabazz Napier,PG,25,POR,53,2,512,13.6,0.533,0.503,0.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.6,0.06,-0.9,-1.3,-2.2,0,73,183,0.399,34,92,0.37,39,91,0.429,0.492,38,49,0.776,8,53,61,67,32,2,41,38,218
2017,Maurice Ndour,PF,24,NYK,32,4,331,11.3,0.503,0.081,0.302,7.1,13.7,10.4,3.5,2.3,2,11,14.3,0.1,0.3,0.4,0.059,-3.5,-0.3,-3.8,-0.1,39,86,0.453,1,7,0.143,38,79,0.481,0.459,19,26,0.731,22,42,64,8,15,8,12,30,98
2017,Jameer Nelson,PG,34,DEN,75,39,2045,11.4,0.544,0.452,0.104,1.5,8.8,5.2,26,1.3,0.3,17,15.8,2.3,0.5,2.8,0.065,0.3,-2.3,-2,0,268,604,0.444,106,273,0.388,162,331,0.489,0.531,45,63,0.714,28,164,192,385,53,8,129,197,687
2017,Raul Neto,PG,24,UTA,40,0,346,10.7,0.527,0.341,0.099,1.4,8.4,5,15.1,3.2,1.2,13.6,14.8,0.2,0.6,0.7,0.1,-1.7,1.4,-0.3,0.1,41,91,0.451,10,31,0.323,31,60,0.517,0.505,8,9,0.889,4,26,30,34,21,5,15,48,100
2017,Georges Niang,PF,23,IND,23,0,93,0.1,0.285,0.333,0.056,2.4,17.9,10.3,7.5,1.6,0,11.9,20.2,-0.4,0.1,-0.3,-0.168,-9.9,-2.2,-12.1,-0.2,9,36,0.25,1,12,0.083,8,24,0.333,0.264,2,2,1,2,15,17,5,3,0,5,6,21
2017,Andrew Nicholson,PF,27,TOT,38,0,342,5.9,0.427,0.243,0.126,4.9,14.6,9.8,4.1,2.3,1.5,12.7,17,-0.5,0.4,-0.1,-0.019,-5.9,-0.5,-6.4,-0.4,43,111,0.387,5,27,0.185,38,84,0.452,0.41,9,14,0.643,15,46,61,10,16,6,17,55,100
2017,Joakim Noah,C,31,NYK,46,46,1015,15.2,0.493,0.005,0.388,17,25.7,21.3,14.1,1.5,3,19.8,12.5,1.1,1.2,2.3,0.107,-0.7,2.8,2.1,1.1,99,201,0.493,0,1,0,99,200,0.495,0.493,34,78,0.436,161,241,402,103,30,37,58,127,232
2017,Nerlens Noel,C,22,TOT,51,19,1047,20.4,0.622,0.003,0.359,9.8,22.3,15.9,8.1,3.1,4.1,12.5,17.6,2.1,1.9,4,0.182,-0.5,3.8,3.3,1.4,184,309,0.595,0,1,0,184,308,0.597,0.595,77,111,0.694,93,201,294,50,65,51,51,126,445
2017,Lucas Nogueira,C,24,TOR,57,6,1088,15.5,0.682,0.077,0.429,8.5,16.7,12.6,5.4,2.4,7.2,19.9,9.5,1.7,2,3.7,0.164,-0.1,5.6,5.4,2,103,156,0.66,3,12,0.25,100,144,0.694,0.67,44,67,0.657,82,161,243,42,52,90,46,137,253
2017,Steve Novak,PF,33,MIL,8,0,22,1.3,0.357,0.857,0,0,15.7,7.9,0,0,0,0,14.5,0,0,0,-0.075,-6.9,-6.7,-13.6,-0.1,2,7,0.286,1,6,0.167,1,1,1,0.357,0,0,,0,3,3,0,0,0,0,1,5
2017,Dirk Nowitzki,PF,38,DAL,54,54,1424,17,0.529,0.308,0.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,0.6,1.9,2.5,0.084,-1.6,0.3,-1.3,0.2,296,678,0.437,79,209,0.378,217,469,0.463,0.495,98,112,0.875,23,330,353,82,30,38,51,113,769
2017,Jusuf Nurkic,C,22,TOT,65,48,1391,17.5,0.528,0.002,0.393,12.3,24.8,18.6,13.9,1.8,4.2,18.6,23.9,0.2,1.8,2,0.068,-2.3,2.2,-0.2,0.6,271,534,0.507,0,1,0,271,533,0.508,0.507,120,210,0.571,154,313,467,123,50,74,143,161,662
2017,David Nwaba,SG,24,LAL,20,2,397,12.1,0.611,0.062,0.481,4.3,13.1,8.5,5,1.6,1.4,10.1,11.8,0.6,0.2,0.7,0.09,-1.7,-0.3,-2,0,47,81,0.58,1,5,0.2,46,76,0.605,0.586,25,39,0.641,16,46,62,14,13,7,11,36,120
2017,Johnny OBryant,PF,23,TOT,11,0,80,14.9,0.582,0.2,0.2,12.4,13.7,13.1,12.7,0,1,15.5,21.1,0.1,0,0.1,0.088,-0.2,-3.1,-3.3,0,15,30,0.5,3,6,0.5,12,24,0.5,0.55,5,6,0.833,9,10,19,6,0,1,6,10,38
2017,Kyle OQuinn,C,26,NYK,79,8,1229,20.5,0.552,0.041,0.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,2.1,1.8,3.9,0.151,-0.1,3.7,3.5,1.7,215,413,0.521,2,17,0.118,213,396,0.538,0.523,64,83,0.771,157,282,439,117,36,104,76,174,496
2017,Daniel Ochefu,C,23,WAS,19,0,75,6.6,0.43,0,0.074,7.6,25.4,16.5,5.8,1.3,0,9.7,18,-0.1,0.1,0,0.005,-6.5,-1.9,-8.4,-0.1,12,27,0.444,0,0,,12,27,0.444,0.444,0,2,0,5,17,22,3,2,0,3,17,24
2017,Jahlil Okafor,C,21,PHI,50,33,1134,14.8,0.546,0,0.335,7.9,15.5,11.7,9,0.9,3.4,14.4,24.1,0.1,1.1,1.2,0.05,-3.4,0.1,-3.3,-0.4,242,471,0.514,0,0,,242,471,0.514,0.514,106,158,0.671,81,159,240,58,20,49,91,122,590
2017,Victor Oladipo,SG,24,OKC,67,67,2222,13.6,0.534,0.378,0.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,1.7,2.3,4,0.085,-0.4,-0.9,-1.3,0.4,412,932,0.442,127,352,0.361,285,580,0.491,0.51,116,154,0.753,39,252,291,176,78,21,119,155,1067
2017,Kelly Olynyk,C,25,BOS,75,6,1538,15.2,0.603,0.378,0.242,5.3,20.7,13,15.2,1.4,1.5,14.6,19,2.2,1.9,4.1,0.127,0.1,0.5,0.7,1,260,508,0.512,68,192,0.354,192,316,0.608,0.579,90,123,0.732,72,288,360,148,43,29,96,207,678
2017,Arinze Onuaku,C,29,ORL,8,0,28,5.8,0.5,0,0,7.6,16,11.7,9.9,0,2.9,33.3,9.4,0,0,0,-0.005,-6.5,0.7,-5.9,0,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,2,4,6,2,0,1,2,3,4
2017,Chinanu Onuaku,C,20,HOU,5,1,52,12.3,0.799,0,0.571,4.2,16.8,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.1,0.123,-2.4,1.8,-0.6,0,5,7,0.714,0,0,,5,7,0.714,0.714,4,4,1,2,8,10,3,3,1,4,6,14
2017,Zaza Pachulia,C,32,GSW,70,70,1268,16.1,0.588,0.007,0.41,12.9,22,17.7,13.6,2.2,2,19.5,15.3,2.2,2.5,4.7,0.177,-0.3,3,2.7,1.5,164,307,0.534,0,2,0,164,305,0.538,0.534,98,126,0.778,140,270,410,132,59,33,88,166,426
2017,Georgios Papagiannis,C,19,SAC,22,0,355,12.7,0.573,0.02,0.137,7.9,19.9,14,9,0.4,4.4,18.2,16.9,0.1,0.3,0.4,0.058,-3.5,0.8,-2.7,-0.1,56,102,0.549,0,2,0,56,100,0.56,0.549,12,14,0.857,24,62,86,20,3,17,24,44,124
2017,Jabari Parker,PF,21,MIL,51,50,1728,19.1,0.563,0.219,0.268,5.4,15.7,10.6,14.3,1.5,1.1,9.2,26.5,2.6,1.5,4.1,0.113,1.5,-1.3,0.3,1,399,814,0.49,65,178,0.365,334,636,0.525,0.53,162,218,0.743,79,235,314,142,51,22,92,111,1025
2017,Tony Parker,PG,34,SAS,63,63,1587,13,0.514,0.121,0.206,0.7,7.3,4,27.8,1.1,0.1,12.5,20.2,1.4,1.7,3,0.091,-1.2,-1.7,-3,-0.4,265,569,0.466,23,69,0.333,242,500,0.484,0.486,85,117,0.726,9,104,113,285,33,2,89,92,638
2017,Chandler Parsons,SF,28,MEM,34,34,675,7.6,0.436,0.419,0.194,1,13.6,7.1,12.8,1.5,0.7,9.1,17.8,-0.5,0.7,0.2,0.016,-3.6,-0.5,-4,-0.3,75,222,0.338,25,93,0.269,50,129,0.388,0.394,35,43,0.814,6,78,84,55,20,5,24,52,210
2017,Patrick Patterson,PF,27,TOR,65,8,1599,10.8,0.542,0.659,0.156,4.4,16.2,10.3,6.6,1.3,1.2,8.5,12.5,1.7,1.6,3.3,0.1,0.5,0.4,0.9,1.2,154,384,0.401,94,253,0.372,60,131,0.458,0.523,43,60,0.717,62,229,291,76,40,23,38,120,445
2017,Chris Paul,PG,31,LAC,61,61,1921,26.2,0.614,0.385,0.331,2.5,14.9,8.8,46.8,3.1,0.3,14,24.4,8,2.6,10.6,0.264,7.8,1,8.7,5.2,374,785,0.476,124,302,0.411,250,483,0.518,0.555,232,260,0.892,41,263,304,563,118,8,147,146,1104
2017,Adreian Payne,PF,25,MIN,18,0,135,14.4,0.505,0.278,0.352,7.7,21,14.3,8,3,4.4,11.4,23.1,0,0.2,0.2,0.086,-2.2,0.7,-1.5,0,23,54,0.426,3,15,0.2,20,39,0.513,0.454,14,19,0.737,9,24,33,7,8,7,8,32,63
2017,Cameron Payne,PG,22,TOT,31,0,462,5.6,0.407,0.446,0.041,0.7,10.7,5.7,17.7,1.5,0.9,12.9,20.9,-0.8,0.4,-0.3,-0.034,-4.8,-2.1,-6.9,-0.6,64,193,0.332,27,86,0.314,37,107,0.346,0.402,5,8,0.625,3,45,48,55,14,5,29,52,160
2017,Elfrid Payton,PG,22,ORL,82,58,2412,17.2,0.52,0.16,0.231,3.9,13.8,8.7,35.7,1.8,1.3,15,21.6,2.4,2,4.4,0.088,0.7,0.2,0.9,1.7,430,912,0.471,40,146,0.274,390,766,0.509,0.493,146,211,0.692,89,298,387,529,88,40,178,177,1046
2017,Paul Pierce,SF,39,LAC,25,7,277,5.7,0.535,0.614,0.186,0.4,18.5,9.7,5,0.7,1.5,17.4,14.8,-0.2,0.3,0.1,0.015,-3.9,-0.5,-4.4,-0.2,28,70,0.4,15,43,0.349,13,27,0.481,0.507,10,13,0.769,1,47,48,10,4,5,16,40,81
2017,Marshall Plumlee,C,24,NYK,21,1,170,10.9,0.521,0,0.633,14.5,17.8,16.2,8.1,1.2,1.9,23.8,12.8,0,0.1,0.2,0.048,-2.9,0.1,-2.8,0,16,30,0.533,0,0,,16,30,0.533,0.533,8,19,0.421,23,28,51,10,4,4,12,23,40
2017,Mason Plumlee,C,26,TOT,81,64,2148,18.1,0.558,0.01,0.482,8.8,22.5,15.6,19.8,1.6,3.4,15.2,18.1,3.6,2.5,6,0.134,0,2.6,2.6,2.5,334,623,0.536,0,6,0,334,617,0.541,0.536,174,300,0.58,170,436,606,284,69,92,135,226,842
2017,Miles Plumlee,C,28,TOT,45,12,484,8.4,0.518,0,0.424,9,13.3,11.1,6.1,1.9,2.4,21.6,13.1,-0.1,0.5,0.5,0.045,-4.4,0.7,-3.6,-0.2,44,92,0.478,0,0,,44,92,0.478,0.478,25,39,0.641,38,57,95,21,18,13,30,73,113
2017,Jakob Poeltl,C,21,TOR,54,4,626,12.2,0.589,0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,0.9,0.7,1.6,0.125,-1.2,0.5,-0.7,0.2,67,115,0.583,0,0,,67,115,0.583,0.583,31,57,0.544,78,87,165,12,17,20,29,113,165
2017,Otto Porter,SF,23,WAS,80,80,2605,17.3,0.628,0.425,0.148,5.1,17.1,11.1,6.7,2.2,1.3,4.8,15.1,6.5,2.9,9.4,0.173,3,0.9,3.9,3.9,414,803,0.516,148,341,0.434,266,462,0.576,0.608,99,119,0.832,118,397,515,121,116,41,43,193,1075
2017,Bobby Portis,PF,21,CHI,64,13,1000,14.9,0.545,0.256,0.157,8,24,16,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-1.6,-1.5,-3.1,-0.3,183,375,0.488,32,96,0.333,151,279,0.541,0.531,39,59,0.661,75,221,296,35,16,11,37,94,437
2017,Kristaps Porzingis,PF,21,NYK,66,65,2164,17.4,0.546,0.319,0.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,4.5,0.1,0.2,0,0.2,1.2,443,985,0.45,112,314,0.357,331,671,0.493,0.507,198,252,0.786,111,364,475,97,47,130,118,244,1196
2017,Dwight Powell,C,25,DAL,77,3,1333,17.6,0.588,0.196,0.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,2.7,1.9,4.6,0.165,-0.5,1.9,1.4,1.2,194,377,0.515,21,74,0.284,173,303,0.571,0.542,107,141,0.759,93,213,306,49,61,39,34,135,516
2017,Norman Powell,SG,23,TOR,76,18,1368,14,0.552,0.342,0.314,2.2,11.7,6.9,9.3,1.9,0.9,10.8,21.1,1.4,1.4,2.8,0.097,-0.4,-1.2,-1.5,0.2,227,506,0.449,56,173,0.324,171,333,0.514,0.504,126,159,0.792,26,142,168,82,51,14,70,127,636
2017,Alex Poythress,PF,23,PHI,6,1,157,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1,4.9,16.9,0.2,0.1,0.3,0.099,-0.6,-1.9,-2.5,0,25,54,0.463,6,19,0.316,19,35,0.543,0.519,8,10,0.8,11,18,29,5,3,2,3,14,64
2017,Tim Quarterman,SG,22,POR,16,0,80,10.2,0.511,0.448,0.103,5.5,13.9,9.7,21.1,1.2,3,26.6,22.8,-0.1,0.1,-0.1,-0.044,-4,-0.8,-4.8,-0.1,13,29,0.448,5,13,0.385,8,16,0.5,0.534,0,3,0,4,10,14,11,2,3,11,6,31
2017,Chasson Randle,PG,23,TOT,26,0,299,13.6,0.586,0.48,0.439,2.2,9.4,5.8,16.8,1.5,0.5,14,19.7,0.5,0.1,0.7,0.106,0.3,-2.9,-2.6,0,40,98,0.408,16,47,0.34,24,51,0.471,0.49,41,43,0.953,6,26,32,34,9,2,19,39,137
2017,Julius Randle,PF,22,LAL,74,73,2132,16.3,0.543,0.082,0.365,7.5,25.8,16.3,19.3,1.1,1.4,16.2,21.4,2,1.5,3.5,0.08,-0.7,0.7,0,1.1,377,773,0.488,17,63,0.27,360,710,0.507,0.499,204,282,0.723,151,485,636,264,49,37,173,248,975
2017,Zach Randolph,PF,35,MEM,73,5,1786,18.5,0.49,0.098,0.2,11.3,27.4,19.1,13.5,1.1,0.5,8.6,29.2,0.8,2.4,3.2,0.086,-1.4,-0.7,-2.1,0,433,964,0.449,21,94,0.223,412,870,0.474,0.46,141,193,0.731,182,416,598,122,38,10,99,136,1028
2017,J.J. Redick,SG,32,LAC,78,78,2198,14.8,0.599,0.526,0.227,0.6,7.9,4.3,7.8,1.3,0.5,9.1,21.9,3.3,1.5,4.8,0.105,2,-2,0,1.1,396,890,0.445,201,468,0.429,195,422,0.462,0.558,180,202,0.891,11,160,171,110,55,13,98,125,1173
2017,Willie Reed,C,26,MIA,71,5,1031,17.1,0.578,0.014,0.309,13.7,22,17.8,3.9,0.9,3.6,8.7,15.3,2.1,1.5,3.6,0.168,-1.3,0.7,-0.6,0.4,162,285,0.568,1,4,0.25,161,281,0.573,0.57,49,88,0.557,129,203,332,26,18,47,31,137,374
2017,Josh Richardson,SG,23,MIA,53,34,1614,10.7,0.493,0.442,0.15,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,0.3,1.9,2.2,0.066,-1,1.1,0.2,0.9,202,513,0.394,75,227,0.33,127,286,0.444,0.467,60,77,0.779,35,133,168,140,60,39,65,132,539
2017,Malachi Richardson,SG,21,SAC,22,0,198,9.6,0.517,0.412,0.279,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,0,0.1,0.1,0.028,-2.5,-3,-5.5,-0.2,28,68,0.412,8,28,0.286,20,40,0.5,0.471,15,19,0.789,3,20,23,11,5,1,8,23,79
2017,Austin Rivers,SG,24,LAC,74,29,2054,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15,1.2,0.4,12.4,20.3,1.2,1.3,2.5,0.059,-0.1,-1.5,-1.6,0.2,323,731,0.442,111,299,0.371,212,432,0.491,0.518,132,191,0.691,20,141,161,204,48,10,115,187,889
2017,Andre Roberson,SF,25,OKC,79,79,2376,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,4.2,0.085,-2.1,2.1,0,1.2,215,463,0.464,45,184,0.245,170,279,0.609,0.513,47,111,0.423,98,304,402,79,94,79,51,204,522
2017,Brian Roberts,PG,31,CHO,41,2,416,9.8,0.51,0.361,0.32,1.3,9,5.2,18.7,1.1,0.2,15.7,17.9,0,0.3,0.2,0.028,-3.3,-2.6,-5.9,-0.4,46,122,0.377,17,44,0.386,29,78,0.372,0.447,33,39,0.846,5,34,39,52,9,1,26,18,142
2017,Thomas Robinson,PF,25,LAL,48,1,560,17.3,0.535,0.005,0.337,15.8,28.1,21.8,8.8,2.3,1.3,17,20.7,0.3,0.6,0.9,0.079,-2.2,-0.1,-2.3,0,105,196,0.536,0,1,0,105,195,0.538,0.536,31,66,0.47,84,139,223,31,26,9,46,76,241
2017,Sergio Rodriguez,PG,30,PHI,68,30,1518,11,0.484,0.47,0.05,1.5,9.9,5.7,35.4,1.5,0.2,18.9,19.3,-0.3,1,0.7,0.022,-1.6,-2.4,-4,-0.7,210,536,0.392,92,252,0.365,118,284,0.415,0.478,18,27,0.667,21,136,157,344,48,4,128,95,530
2017,Rajon Rondo,PG,30,CHI,69,42,1843,13.6,0.461,0.237,0.089,4.2,16.6,10.4,37,2.7,0.5,22.4,17.8,-0.3,2.7,2.3,0.061,-1.3,1.6,0.3,1.1,229,561,0.408,50,133,0.376,179,428,0.418,0.453,30,50,0.6,73,282,355,461,99,11,168,144,538
2017,Derrick Rose,PG,28,NYK,64,64,2082,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3,0.068,0.2,-2.2,-1.9,0,460,977,0.471,13,60,0.217,447,917,0.487,0.477,221,253,0.874,66,180,246,283,44,17,147,84,1154
2017,Terrence Ross,SF,25,TOT,78,24,1955,13.4,0.55,0.524,0.103,1,10.9,5.9,7.1,2.3,1.4,8,19.3,1.5,2,3.5,0.086,0.4,-0.6,-0.2,0.9,326,746,0.437,142,391,0.363,184,355,0.518,0.532,64,77,0.831,18,189,207,88,88,33,68,143,858
2017,Terry Rozier,PG,22,BOS,74,0,1263,10.8,0.466,0.436,0.161,3.6,16.3,10,15.2,1.8,0.7,9.7,17.1,0,1.4,1.4,0.053,-2.5,0,-2.5,-0.2,151,411,0.367,57,179,0.318,94,232,0.405,0.437,51,66,0.773,40,187,227,131,45,11,47,69,410
2017,Ricky Rubio,PG,26,MIN,75,75,2469,16.8,0.539,0.302,0.438,3.2,11.4,7.2,38.9,2.6,0.3,20.1,17.4,4.5,1.7,6.1,0.119,1.7,-1,0.8,1.7,261,650,0.402,60,196,0.306,201,454,0.443,0.448,254,285,0.891,68,237,305,682,128,10,195,202,836
2017,Damjan Rudez,SF,30,ORL,45,0,314,6.3,0.466,0.727,0,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.1,0.008,-2.8,-1.9,-4.7,-0.2,31,88,0.352,20,64,0.313,11,24,0.458,0.466,0,0,,5,20,25,20,12,1,9,31,82
2017,Brandon Rush,SG,31,MIN,47,33,1030,6.6,0.505,0.61,0.096,1.8,9.5,5.6,5.8,1.1,1.9,12.6,9.6,0.1,0.3,0.4,0.019,-2,-0.1,-2.1,0,70,187,0.374,44,114,0.386,26,73,0.356,0.492,13,18,0.722,16,83,99,45,22,23,28,42,197
2017,DAngelo Russell,PG,20,LAL,63,60,1811,15.3,0.518,0.443,0.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,0.3,1,1.3,0.034,1.1,-1.6,-0.5,0.7,351,867,0.405,135,384,0.352,216,483,0.447,0.483,147,188,0.782,31,191,222,303,87,16,176,130,984
2017,Domantas Sabonis,PF,20,OKC,81,66,1632,6.9,0.469,0.331,0.139,3,16.4,9.7,7.2,1.2,1.6,14,15.4,-1,1.8,0.7,0.022,-4.7,-0.1,-4.9,-1.2,192,481,0.399,51,159,0.321,141,322,0.438,0.452,44,67,0.657,45,242,287,82,39,32,83,200,479
2017,Dario Saric,PF,22,PHI,81,36,2129,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,1,0.023,-2,-0.2,-2.2,-0.1,381,927,0.411,106,341,0.311,275,586,0.469,0.468,172,220,0.782,112,401,513,182,57,30,183,162,1040
2017,Tomas Satoransky,SG,25,WAS,57,3,719,8.5,0.48,0.253,0.226,3.9,9.1,6.5,16.7,1.8,0.7,19.1,12.1,0.1,0.5,0.6,0.041,-2.9,-0.2,-3.1,-0.2,61,146,0.418,9,37,0.243,52,109,0.477,0.449,23,33,0.697,25,58,83,92,26,6,38,60,154
2017,Dennis Schroder,PG,23,ATL,79,78,2485,16.1,0.533,0.242,0.21,1.9,9,5.5,35.5,1.5,0.6,16.3,27.8,1.2,2.5,3.7,0.071,0.7,-1.4,-0.7,0.8,548,1215,0.451,100,294,0.34,448,921,0.486,0.492,218,255,0.855,42,206,248,499,74,16,258,149,1414
2017,Luis Scola,PF,36,BRK,36,1,461,13.9,0.55,0.331,0.245,11.9,20,16,12.7,1.4,0.7,16.9,18.7,0.4,0.4,0.8,0.082,-0.8,-0.4,-1.2,0.1,71,151,0.47,17,50,0.34,54,101,0.535,0.526,25,37,0.676,51,88,139,37,14,4,34,63,184
