Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
92,Vince Carter\cartevi01,SF,42,ATL,67,1144,12.4,.583,.662,.122,2.6,13.1,7.7,9.3,1.6,1.4,8.8,16.6,,1.3,0.6,1.9,.082,,0.3,-1.6,-1.3,0.2
93,Wendell Carter\cartewe01,C,19,CHI,44,1110,15.3,.541,.086,.302,8.6,21.7,15.1,10.7,1.1,4.5,13.4,19.1,,0.7,1.2,1.9,.083,,-2.3,1.8,-0.5,0.4
94,Michael Carter-Williams\cartemi01,PG,27,TOT,18,179,11.5,.470,.324,.500,2.4,11.2,6.7,20.8,2.5,3.4,12.6,23.1,,-0.1,0.2,0.1,.033,,-3.9,-0.4,-4.4,-0.1
94,Michael Carter-Williams\cartemi01,PG,27,HOU,16,145,12.7,.476,.311,.426,2.3,7.9,5.0,23.0,3.1,3.6,12.1,24.7,,0.0,0.2,0.1,.038,,-3.2,-0.6,-3.8,-0.1
94,Michael Carter-Williams\cartemi01,PG,27,ORL,2,34,6.4,.428,.429,1.143,3.1,25.4,14.1,11.5,0.0,2.4,16.0,16.1,,0.0,0.0,0.0,.008,,-6.9,0.3,-6.6,0.0
95,Alex Caruso\carusal01,PG,24,LAL,14,197,16.7,.639,.265,.633,5.4,7.7,6.6,12.7,2.4,2.9,10.1,14.7,,0.5,0.2,0.7,.179,,0.7,1.0,1.7,0.2
96,Omri Casspi\casspom01,SF,30,MEM,36,520,15.8,.606,.267,.360,3.6,21.6,12.5,8.1,1.9,1.7,11.0,18.1,,0.6,0.8,1.3,.123,,-2.0,0.3,-1.7,0.0
97,Willie Cauley-Stein\caulewi01,C,25,SAC,70,1940,17.8,.556,.003,.343,8.5,23.2,15.7,13.0,2.0,2.0,9.2,18.0,,3.1,2.7,5.8,.143,,-0.3,2.3,2.1,2.0
98,Troy Caupain\caupatr01,PG,23,ORL,3,12,32.0,.667,.500,.000,0.0,18.0,8.9,43.3,4.1,0.0,0.0,21.8,,0.1,0.0,0.1,.375,,9.7,0.2,9.9,0.0
99,Tyler Cavanaugh\cavanty01,PF,24,UTA,8,19,5.4,.436,.500,.333,5.8,16.9,11.4,0.0,0.0,0.0,12.7,17.7,,0.0,0.0,0.0,-0.024,,-8.1,-5.5,-13.6,-0.1
100,Tyson Chandler\chandty01,C,36,TOT,53,846,11.5,.625,.010,.856,11.4,25.1,18.4,5.5,1.2,2.1,22.6,8.5,,1.0,1.1,2.0,.116,,-2.9,1.7,-1.2,0.2
100,Tyson Chandler\chandty01,C,36,PHO,7,89,11.5,.653,.000,1.500,8.6,40.8,24.4,9.2,1.1,0.9,26.0,13.0,,0.1,0.1,0.2,.095,,-5.0,0.2,-4.8,-0.1
100,Tyson Chandler\chandty01,C,36,LAL,46,757,11.4,.621,.012,.765,11.8,23.3,17.7,5.0,1.2,2.2,22.0,8.0,,0.9,1.0,1.9,.119,,-2.6,1.9,-0.7,0.2
101,Wilson Chandler\chandwi01,PF-SF,31,TOT,41,1010,8.8,.543,.574,.081,5.1,13.3,9.3,9.6,1.1,1.6,14.4,11.2,,0.5,0.9,1.5,.071,,-0.9,0.7,-0.2,0.5
101,Wilson Chandler\chandwi01,PF,31,PHI,36,951,9.1,.561,.570,.087,5.1,13.4,9.4,10.0,1.1,1.5,15.4,11.2,,0.6,0.9,1.5,.077,,-0.7,0.8,0.1,0.5
101,Wilson Chandler\chandwi01,SF,31,LAC,5,59,3.5,.313,.625,.000,5.5,10.5,8.1,4.3,0.8,2.7,0.0,11.4,,-0.1,0.0,0.0,-0.019,,-4.1,-0.5,-4.6,0.0
102,Joe Chealey\chealjo01,PG,23,CHO,1,8,2.0,.333,.000,.000,0.0,0.0,0.0,17.7,0.0,0.0,0.0,16.1,,0.0,0.0,0.0,-0.076,,-8.9,-8.2,-17.0,0.0
103,Marquese Chriss\chrisma01,PF,21,TOT,33,396,9.1,.468,.453,.245,8.1,22.6,15.1,7.5,1.4,2.4,16.8,20.4,,-0.4,0.3,-0.2,-0.020,,-4.4,-1.1,-5.6,-0.4
103,Marquese Chriss\chrisma01,PF,21,HOU,16,104,3.5,.391,.441,.206,7.3,23.2,15.1,8.3,0.9,3.3,24.4,20.5,,-0.3,0.1,-0.2,-0.107,,-9.2,-0.5,-9.8,-0.2
103,Marquese Chriss\chrisma01,PF,21,CLE,17,292,11.0,.492,.457,.257,8.4,22.4,15.2,7.3,1.5,2.1,14.0,20.4,,-0.1,0.2,0.1,.010,,-2.7,-1.3,-4.1,-0.2
104,Gary Clark\clarkga01,PF,24,HOU,44,589,9.1,.496,.902,.057,3.7,16.4,9.9,3.9,1.4,3.7,4.5,9.7,,0.3,0.5,0.9,.070,,-2.4,0.6,-1.8,0.0
105,Ian Clark\clarkia01,SG,27,NOP,52,727,7.9,.507,.519,.102,1.6,8.2,4.9,12.8,1.0,0.6,13.8,18.1,,-0.2,0.2,0.0,.002,,-2.4,-2.8,-5.2,-0.6
106,Jordan Clarkson\clarkjo01,SG,26,CLE,71,1927,16.9,.540,.387,.163,3.9,10.2,6.9,15.5,1.3,0.6,9.7,28.0,,1.6,0.1,1.7,.041,,1.6,-3.5,-1.9,0.1
107,John Collins\collijo01,PF,21,ATL,53,1574,22.4,.636,.181,.331,12.7,22.4,17.5,11.1,0.5,1.5,11.3,24.0,,4.7,0.8,5.5,.168,,3.0,-1.6,1.4,1.4
108,Zach Collins\colliza01,C,21,POR,66,1163,12.6,.544,.298,.313,8.4,16.7,12.6,7.2,1.0,3.8,14.5,16.2,,0.9,1.3,2.2,.093,,-1.5,1.1,-0.3,0.5
109,Darren Collison\collida01,PG,31,IND,71,2020,16.9,.581,.293,.296,1.9,10.2,6.1,29.6,2.5,0.4,14.5,17.4,,3.9,2.8,6.7,.160,,1.3,0.1,1.4,1.7
110,Bonzie Colson\colsobo01,SF,23,MIL,1,3,-12.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,-0.318,,-12.8,-4.2,-17.1,0.0
111,Mike Conley\conlemi01,PG,31,MEM,67,2236,21.5,.567,.380,.350,2.0,9.8,5.8,34.0,2.0,0.9,9.2,27.3,,5.3,2.4,7.7,.165,,4.8,-1.2,3.6,3.2
112,Pat Connaughton\connapa01,SG,26,MIL,51,979,13.0,.555,.578,.094,4.9,14.1,9.8,13.2,1.0,1.9,7.7,13.4,,1.4,1.4,2.9,.140,,0.1,1.0,1.0,0.8
113,Quinn Cook\cookqu01,PG,25,GSW,62,830,12.5,.541,.455,.058,2.5,13.9,8.4,15.1,1.0,0.3,9.7,20.1,,0.6,0.6,1.2,.068,,-0.8,-2.6,-3.4,-0.3
114,DeMarcus Cousins\couside01,C,28,GSW,21,542,20.7,.557,.261,.414,5.5,26.2,16.3,20.3,2.5,5.0,14.0,26.9,,0.7,1.0,1.7,.149,,-0.1,3.4,3.3,0.7
115,Robert Covington\covinro01,SF,28,TOT,35,1203,13.4,.580,.622,.246,2.5,14.6,8.6,5.3,2.9,3.2,10.5,15.6,,1.0,1.6,2.6,.103,,0.5,1.9,2.4,1.3
115,Robert Covington\covinro01,SF,28,PHI,13,440,11.0,.578,.658,.197,1.7,14.1,8.1,4.3,2.6,4.1,14.8,14.2,,0.0,0.7,0.7,.079,,-1.2,2.6,1.4,0.4
115,Robert Covington\covinro01,SF,28,MIN,22,763,14.8,.580,.604,.269,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.4,,1.0,0.9,1.8,.116,,1.5,1.5,3.0,1.0
116,Allen Crabbe\crabbal01,SG,26,BRK,43,1133,7.8,.519,.694,.150,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.5,,-0.2,0.9,0.8,.033,,-1.9,-0.7,-2.6,-0.2
117,Torrey Craig\craigto01,SF,28,DEN,62,1267,9.8,.527,.500,.181,6.8,12.8,9.8,5.8,1.3,2.7,11.2,12.6,,0.8,1.4,2.2,.083,,-1.3,0.8,-0.4,0.5
118,Jamal Crawford\crawfja01,SG,38,PHO,57,1006,8.9,.473,.455,.226,0.9,6.8,3.8,26.7,1.3,0.8,18.3,19.5,,-0.8,0.1,-0.7,-0.032,,-3.7,-3.8,-7.5,-1.4
119,Mitch Creek\creekmi01,SF,26,BRK,4,36,21.6,.573,.100,.700,14.8,14.6,14.7,20.3,1.3,0.0,0.0,15.3,,0.2,0.0,0.2,.257,,3.3,-0.1,3.2,0.0
120,Jae Crowder\crowdja01,SF,28,UTA,70,1940,12.3,.539,.654,.248,3.1,15.8,9.5,8.8,1.4,1.1,8.5,19.0,,1.2,2.7,3.9,.097,,0.1,0.3,0.4,1.2
121,Dante Cunningham\cunnida01,PF,31,SAS,59,890,10.7,.608,.413,.120,5.8,16.8,11.3,6.8,1.4,1.2,11.7,8.8,,1.1,0.8,1.9,.104,,-0.5,0.8,0.3,0.5
122,Seth Curry\curryse01,SG,28,POR,65,1144,10.5,.582,.542,.104,2.2,6.7,4.5,6.8,1.3,0.8,11.5,16.0,,1.0,0.7,1.7,.071,,0.0,-1.6,-1.6,0.1
123,Stephen Curry\curryst01,PG,30,GSW,59,2029,24.5,.640,.600,.223,2.2,13.8,8.2,24.1,1.9,0.9,11.6,30.7,,6.3,2.0,8.3,.196,,7.8,-1.7,6.1,4.2
124,Troy Daniels\danietr01,SG,27,PHO,41,527,11.0,.581,.708,.109,1.7,8.4,5.0,6.0,1.9,0.6,10.3,18.2,,0.2,0.2,0.4,.036,,-0.5,-3.1,-3.6,-0.2
125,Anthony Davis\davisan02,C,25,NOP,55,1829,30.5,.599,.142,.428,9.7,27.6,18.8,19.1,2.2,6.0,8.5,29.5,,6.5,3.1,9.6,.253,,4.8,3.9,8.7,5.0
126,Deyonta Davis\davisde01,C,22,ATL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.018,,-6.6,-0.7,-7.3,0.0
127,Ed Davis\davised01,C,29,BRK,72,1299,16.7,.619,.007,.522,15.6,34.3,25.0,6.3,1.2,1.7,15.2,12.6,,2.7,2.2,4.9,.181,,-1.6,1.7,0.1,0.7
128,Tyler Davis\davisty01,C,21,OKC,1,1,0.0,.000,.000,.000,100.0,0.0,51.5,0.0,0.0,0.0,0.0,40.6,,0.0,0.0,0.0,-0.471,,-14.9,-20.5,-35.4,0.0
129,Dewayne Dedmon\dedmode01,C,29,ATL,60,1504,15.5,.586,.410,.208,6.9,25.1,15.9,8.3,2.0,3.8,13.2,16.9,,1.7,1.8,3.5,.111,,-0.8,1.7,0.9,1.1
130,Sam Dekker\dekkesa01,SF-PF,24,TOT,42,676,14.4,.538,.217,.189,7.0,14.7,10.8,8.6,2.3,0.9,7.5,16.1,,0.7,0.4,1.1,.081,,-1.2,-0.6,-1.8,0.0
130,Sam Dekker\dekkesa01,PF,24,CLE,9,169,14.0,.544,.271,.208,5.7,16.3,10.8,7.9,3.2,0.0,8.7,14.9,,0.2,0.1,0.3,.083,,-0.9,-0.3,-1.2,0.0
130,Sam Dekker\dekkesa01,SF,24,WAS,33,507,14.5,.537,.201,.183,7.5,14.2,10.8,8.8,2.1,1.2,7.1,16.5,,0.5,0.3,0.8,.080,,-1.3,-0.7,-2.0,0.0
131,Angel Delgado\delgaan01,C,24,LAC,1,14,7.5,.307,.000,.500,15.5,14.7,15.1,0.0,3.4,0.0,0.0,14.7,,0.0,0.0,0.0,.016,,-6.4,-3.4,-9.8,0.0
132,Matthew Dellavedova\dellama01,PG,28,TOT,48,812,11.1,.532,.537,.215,0.8,9.8,5.2,32.2,0.8,0.2,20.4,17.9,,0.5,0.0,0.5,.030,,-1.3,-4.1,-5.3,-0.7
132,Matthew Dellavedova\dellama01,PG,28,MIL,12,97,7.5,.482,.579,.211,0.0,10.0,5.3,35.9,1.0,0.0,34.6,13.8,,0.0,0.1,0.1,.045,,-5.5,-3.0,-8.5,-0.2
132,Matthew Dellavedova\dellama01,PG,28,CLE,36,715,11.6,.537,.534,.215,0.9,9.8,5.2,31.7,0.8,0.2,18.9,18.4,,0.5,-0.1,0.4,.028,,-0.7,-4.2,-4.9,-0.5
133,Luol Deng\denglu01,SF,33,MIN,22,392,14.7,.588,.373,.297,5.4,14.6,10.0,6.5,1.8,1.8,9.5,15.8,,0.6,0.3,0.8,.104,,-0.1,-0.5,-0.6,0.1
134,DeMar DeRozan\derozde01,SG,29,SAS,67,2355,19.5,.538,.037,.335,2.1,17.2,9.7,27.3,1.5,1.1,11.6,28.4,,2.9,2.2,5.1,.105,,0.2,0.4,0.6,1.5
135,Marcus Derrickson\derrima01,PF,22,GSW,9,54,10.3,.543,.583,.167,10.3,5.7,7.9,2.6,0.0,1.6,10.4,22.7,,0.0,0.0,0.0,.038,,-1.0,-5.7,-6.7,-0.1
136,Cheick Diallo\diallch01,PF,22,NOP,56,741,17.8,.632,.013,.271,8.8,29.9,19.4,3.9,1.6,3.6,13.8,16.5,,1.1,1.1,2.1,.139,,-2.7,0.4,-2.3,-0.1
137,Hamidou Diallo\diallha01,SG,20,OKC,48,524,10.1,.497,.145,.358,7.3,11.9,9.5,4.4,1.8,1.6,10.7,16.6,,0.1,0.7,0.8,.070,,-4.3,-0.4,-4.7,-0.4
138,Gorgui Dieng\dienggo01,C,29,MIN,65,817,17.3,.570,.167,.272,8.3,24.9,16.5,9.5,2.1,3.5,11.2,17.8,,1.3,1.0,2.3,.136,,-1.1,1.4,0.4,0.5
139,Spencer Dinwiddie\dinwisp01,PG,25,BRK,59,1660,17.4,.589,.436,.431,1.5,7.8,4.6,27.3,1.0,0.8,13.4,25.5,,3.4,1.2,4.6,.132,,2.4,-2.3,0.2,0.9
140,Donte DiVincenzo\divindo01,SG,22,MIL,27,411,9.1,.507,.669,.097,4.2,11.5,8.1,9.7,1.5,1.2,12.8,15.2,,0.0,0.6,0.6,.071,,-1.9,0.1,-1.7,0.0
141,Luka Doncic\doncilu01,SG,19,DAL,66,2134,19.4,.547,.428,.408,3.9,21.0,12.5,30.6,1.6,1.0,15.0,30.2,,2.1,2.4,4.4,.100,,2.7,0.9,3.7,3.1
142,Tyler Dorsey\dorsety01,SG,22,TOT,37,356,9.2,.485,.496,.256,4.2,16.1,10.1,8.4,1.2,0.5,9.7,18.2,,-0.1,0.2,0.1,.017,,-3.4,-2.5,-5.9,-0.3
142,Tyler Dorsey\dorsety01,SG,22,ATL,27,251,7.9,.448,.438,.292,3.7,14.7,9.1,9.4,1.3,0.3,9.1,17.9,,-0.1,0.1,0.0,-0.007,,-4.2,-2.6,-6.9,-0.3
142,Tyler Dorsey\dorsety01,SG,22,MEM,10,105,12.5,.582,.639,.167,5.3,19.7,12.4,6.1,0.9,0.9,11.5,18.7,,0.0,0.1,0.2,.074,,-1.4,-2.3,-3.7,0.0
143,Damyean Dotson\dotsoda01,SG,24,NYK,63,1663,12.1,.538,.474,.148,2.0,12.8,7.2,10.0,1.6,0.4,7.6,17.7,,1.2,0.8,1.9,.056,,-0.2,-1.4,-1.6,0.2
144,PJ Dozier\doziepj01,SG,22,BOS,4,10,24.7,.583,.333,.000,21.3,21.5,21.4,0.0,0.0,0.0,0.0,25.8,,0.0,0.0,0.0,.203,,0.9,-10.9,-10.0,0.0
145,Goran Dragic\dragigo01,PG,32,MIA,25,645,16.4,.558,.397,.256,1.5,10.3,5.9,26.7,1.1,0.6,12.2,25.7,,1.0,0.6,1.5,.115,,1.5,-2.2,-0.6,0.2
146,Andre Drummond\drumman01,C,25,DET,67,2221,23.1,.552,.041,.387,16.6,34.9,25.4,6.4,2.4,4.3,12.0,23.2,,3.3,4.8,8.1,.174,,-1.0,3.1,2.1,2.3
147,Jared Dudley\dudleja01,PF,33,BRK,51,1039,6.9,.531,.635,.172,2.7,10.5,6.6,9.1,1.4,1.0,15.5,10.5,,0.2,0.9,1.1,.053,,-2.3,0.9,-1.4,0.2
148,Kris Dunn\dunnkr01,PG,24,CHI,45,1368,12.6,.488,.193,.135,1.4,13.3,7.4,30.0,2.4,1.3,16.5,20.2,,-0.4,1.2,0.7,.026,,-1.9,0.3,-1.6,0.1
149,Kevin Durant\duranke01,PF,30,GSW,67,2372,24.3,.625,.277,.375,1.5,17.8,10.0,25.2,1.0,2.7,12.1,29.8,,7.3,2.4,9.7,.197,,4.0,0.0,4.0,3.6
150,Trevon Duval\duvaltr01,PG,20,MIL,3,6,38.6,.833,.333,.000,0.0,16.1,8.5,59.3,0.0,0.0,0.0,21.0,,0.1,0.0,0.1,.542,,13.9,-4.1,9.8,0.0
151,Vince Edwards\edwarvi01,SF,22,HOU,2,16,3.8,.375,1.000,.000,6.8,7.2,7.0,0.0,0.0,0.0,0.0,10.9,,0.0,0.0,0.0,-0.021,,-4.3,-5.9,-10.2,0.0
152,Henry Ellenson\ellenhe01,PF,22,TOT,12,165,11.7,.495,.450,.217,2.5,28.6,15.1,11.8,1.7,0.0,9.6,18.8,,0.0,0.2,0.2,.050,,-3.1,-1.0,-4.1,-0.1
152,Henry Ellenson\ellenhe01,PF,22,DET,2,25,14.8,.551,.400,.200,0.0,40.8,19.7,6.2,0.0,0.0,0.0,18.7,,0.0,0.0,0.1,.147,,-3.7,-2.8,-6.5,0.0
152,Henry Ellenson\ellenhe01,PF,22,NYK,10,140,11.2,.483,.460,.220,2.9,26.4,14.3,12.8,2.1,0.0,11.3,18.8,,0.0,0.1,0.1,.033,,-3.0,-0.7,-3.7,-0.1
153,Wayne Ellington\ellinwa01,SG,31,TOT,41,945,10.9,.565,.833,.087,1.0,8.1,4.5,7.9,2.1,0.4,9.0,16.7,,0.7,1.0,1.7,.086,,0.7,-1.1,-0.4,0.4
153,Wayne Ellington\ellinwa01,SG,31,MIA,25,533,10.9,.547,.842,.087,1.2,8.3,4.7,7.8,2.2,0.5,6.8,16.5,,0.4,0.6,1.0,.092,,0.7,-1.1,-0.4,0.2
153,Wayne Ellington\ellinwa01,SG,31,DET,16,412,10.8,.589,.820,.086,0.8,8.0,4.2,8.0,1.9,0.2,11.6,17.0,,0.3,0.4,0.7,.079,,0.7,-1.1,-0.4,0.2
154,Joel Embiid\embiijo01,C,24,PHI,59,1997,25.9,.592,.218,.540,8.2,34.2,21.6,17.5,0.9,4.5,13.3,33.2,,4.5,3.6,8.1,.196,,1.6,2.1,3.7,2.9
155,James Ennis\ennisja01,SF,28,TOT,54,1164,11.1,.604,.536,.259,5.0,10.5,7.7,4.3,1.7,1.5,9.2,12.4,,1.6,0.8,2.5,.101,,-0.4,-0.4,-0.8,0.3
155,James Ennis\ennisja01,SF,28,HOU,40,949,11.3,.622,.569,.275,4.2,9.7,6.9,4.1,2.0,1.5,8.9,11.9,,1.4,0.7,2.1,.106,,-0.1,-0.2,-0.3,0.4
155,James Ennis\ennisja01,SF,28,PHI,14,215,9.9,.546,.429,.206,8.2,13.9,11.1,5.1,0.4,1.5,10.4,15.0,,0.2,0.2,0.4,.082,,-1.7,-1.7,-3.4,-0.1
156,Drew Eubanks\eubandr01,PF,21,SAS,19,93,17.5,.758,.000,.650,3.5,25.6,14.7,8.9,0.5,3.6,18.9,15.0,,0.2,0.1,0.3,.171,,-1.7,0.7,-1.0,0.0
157,Jacob Evans\evansja02,SG,21,GSW,26,120,1.4,.345,.200,.033,2.8,7.7,5.3,15.2,0.4,0.7,18.7,13.3,,-0.2,0.0,-0.2,-0.063,,-7.2,-2.4,-9.6,-0.2
158,Jawun Evans\evansja01,PG,22,PHO,7,64,0.8,.231,.154,.000,1.7,19.5,10.4,20.1,2.2,0.0,31.6,12.7,,-0.2,0.0,-0.2,-0.135,,-10.2,0.2,-9.9,-0.1
159,Tyreke Evans\evansty01,SG,29,IND,60,1191,11.8,.482,.339,.234,3.0,12.4,7.8,18.1,2.2,1.1,13.8,26.4,,-1.3,1.7,0.4,.017,,-2.9,-0.4,-3.3,-0.4
160,Dante Exum\exumda01,PG,23,UTA,42,664,11.3,.516,.257,.357,2.6,8.4,5.5,24.4,1.0,0.6,15.7,21.3,,0.2,0.7,0.9,.067,,-2.5,-1.4,-4.0,-0.3
161,Kenneth Faried\farieke01,C,29,TOT,32,634,22.0,.630,.088,.396,14.9,23.1,18.9,4.8,1.0,2.7,9.8,20.1,,1.9,0.7,2.6,.194,,0.1,-1.3,-1.1,0.1
161,Kenneth Faried\farieke01,C,29,BRK,12,118,20.6,.622,.119,.381,13.5,25.8,19.7,2.8,0.8,2.7,10.9,19.7,,0.3,0.2,0.4,.168,,-2.0,-1.6,-3.6,0.0
161,Kenneth Faried\farieke01,C,29,HOU,20,516,22.3,.632,.081,.400,15.2,22.5,18.8,5.3,1.0,2.7,9.6,20.2,,1.7,0.5,2.2,.200,,0.6,-1.2,-0.6,0.2
162,Derrick Favors\favorde01,C,27,UTA,70,1637,21.5,.620,.138,.384,12.6,21.4,17.0,7.8,1.5,5.0,10.4,19.0,,4.0,3.2,7.2,.211,,1.0,3.2,4.2,2.6
163,Cristiano Felicio\feliccr01,C,26,CHI,51,545,14.3,.585,.015,.394,12.4,19.9,16.2,6.2,0.6,1.1,13.5,14.9,,0.8,0.3,1.1,.100,,-2.2,-1.4,-3.6,-0.2
164,Raymond Felton\feltora01,PG,34,OKC,26,299,10.9,.488,.405,.117,1.3,7.8,4.5,18.9,1.2,1.7,10.0,17.6,,0.1,0.3,0.4,.072,,-3.0,-1.7,-4.7,-0.2
165,Terrance Ferguson\fergute01,SG,20,OKC,64,1638,5.9,.548,.668,.103,1.7,5.5,3.6,4.4,1.0,0.8,9.4,10.6,,0.7,1.4,2.2,.063,,-1.9,-0.4,-2.3,-0.1
166,Yogi Ferrell\ferreyo01,PG,25,SAC,59,850,12.8,.544,.412,.176,1.4,9.9,5.6,17.5,1.6,0.4,8.8,16.0,,1.0,0.6,1.7,.093,,-0.6,-1.5,-2.1,0.0
167,Dorian Finney-Smith\finnedo01,SF,25,DAL,71,1800,11.0,.539,.481,.200,7.4,13.1,10.3,6.5,1.7,1.7,12.1,13.4,,1.2,1.8,3.0,.079,,-0.9,1.2,0.3,1.0
168,Bryn Forbes\forbebr01,PG,25,SAS,72,2001,11.3,.568,.518,.102,0.9,10.3,5.6,10.3,1.0,0.2,9.1,17.6,,1.6,1.1,2.6,.063,,0.6,-1.8,-1.3,0.4
169,Evan Fournier\fournev01,SG,26,ORL,71,2229,11.6,.526,.435,.151,1.7,9.0,5.3,17.8,1.4,0.4,12.4,22.1,,0.1,2.2,2.3,.050,,-0.7,-1.0,-1.8,0.1
170,De'Aaron Fox\foxde01,PG,21,SAC,69,2195,17.9,.550,.214,.394,1.6,10.6,6.0,32.4,2.4,1.4,15.5,24.5,,2.6,2.2,4.9,.107,,1.0,0.0,1.0,1.7
171,Melvin Frazier\frazime01,SG,22,ORL,9,40,2.4,.344,.222,.111,7.9,5.4,6.7,3.7,1.2,0.0,5.0,21.7,,-0.1,0.0,-0.1,-0.095,,-7.9,-3.6,-11.5,-0.1
172,Tim Frazier\fraziti01,PG,28,TOT,49,936,11.1,.536,.403,.204,3.6,11.8,7.7,27.3,1.2,0.3,21.8,12.3,,1.0,0.5,1.4,.074,,-1.1,-1.3,-2.5,-0.1
172,Tim Frazier\fraziti01,PG,28,NOP,47,909,11.7,.552,.395,.210,3.7,11.8,7.8,28.0,1.3,0.4,22.0,12.3,,1.1,0.5,1.6,.083,,-0.8,-1.3,-2.1,0.0
172,Tim Frazier\fraziti01,PG,28,MIL,2,27,-9.6,.000,.667,.000,0.0,10.7,5.7,4.1,0.0,0.0,14.3,10.9,,-0.1,0.0,-0.1,-0.218,,-12.5,-1.1,-13.6,-0.1
173,Channing Frye\fryech01,C,35,CLE,33,314,8.6,.513,.689,.117,1.4,16.1,8.5,8.9,1.0,1.4,8.5,16.5,,0.1,0.1,0.1,.021,,-1.9,-2.5,-4.3,-0.2
174,Markelle Fultz\fultzma01,PG,20,PHI,19,427,10.5,.452,.090,.239,6.7,10.6,8.7,19.7,1.9,0.9,12.7,19.3,,-0.1,0.4,0.3,.039,,-2.9,0.0,-2.9,-0.1
175,Danilo Gallinari\gallida01,SF,30,LAC,60,1826,20.5,.631,.427,.443,2.9,17.5,10.4,12.3,1.1,0.9,8.5,23.4,,5.5,1.6,7.1,.187,,4.1,-1.2,2.8,2.2
176,Langston Galloway\gallola01,SG,27,DET,68,1459,11.1,.551,.656,.156,2.7,8.2,5.4,7.4,1.0,0.3,4.1,15.9,,2.0,1.1,3.0,.100,,0.6,-1.5,-1.0,0.4
177,Marc Gasol\gasolma01,C,34,TOT,69,2177,16.8,.541,.310,.286,3.7,25.5,14.5,22.4,1.7,3.3,13.6,21.6,,1.4,3.7,5.1,.112,,-0.4,3.2,2.8,2.7
177,Marc Gasol\gasolma01,C,34,MEM,53,1788,17.0,.541,.324,.294,3.5,25.6,14.4,22.8,1.7,3.4,13.4,22.4,,1.0,3.0,4.0,.107,,-0.2,3.1,2.9,2.2
177,Marc Gasol\gasolma01,C,34,TOR,16,389,15.9,.544,.236,.244,4.8,25.0,15.1,20.8,1.7,3.0,15.1,18.2,,0.4,0.7,1.1,.137,,-1.0,3.4,2.4,0.4
178,Pau Gasol\gasolpa01,C,38,TOT,30,360,16.7,.529,.138,.426,6.7,34.2,20.7,19.2,0.7,3.5,12.5,15.5,,0.5,0.5,1.1,.141,,-2.0,2.7,0.6,0.2
178,Pau Gasol\gasolpa01,C,38,SAS,27,330,18.1,.544,.114,.432,7.3,34.4,21.0,20.2,0.7,3.6,11.8,15.8,,0.6,0.5,1.1,.159,,-1.2,2.7,1.5,0.3
178,Pau Gasol\gasolpa01,C,38,MIL,3,30,1.7,.291,.500,.333,0.0,32.2,17.0,7.7,0.0,2.8,22.5,12.4,,-0.1,0.1,0.0,-0.062,,-10.7,1.7,-9.0,-0.1
179,Rudy Gay\gayru01,PF,32,SAS,59,1591,18.4,.592,.241,.200,3.6,22.5,13.2,15.0,1.5,1.8,11.3,22.1,,2.4,1.8,4.3,.129,,0.9,0.7,1.7,1.5
180,Paul George\georgpa01,SF,28,OKC,68,2490,23.8,.587,.466,.352,3.7,19.7,11.5,18.2,2.8,1.0,10.1,29.6,,6.5,4.4,10.9,.210,,5.0,0.8,5.8,4.9
181,Taj Gibson\gibsota01,PF,33,MIN,70,1686,17.9,.612,.063,.330,10.8,18.4,14.5,7.3,1.5,2.0,10.6,17.1,,3.8,1.4,5.1,.146,,0.8,0.2,1.0,1.3
182,Harry Giles\gilesha01,PF,20,SAC,57,812,14.5,.526,.017,.261,8.2,19.8,13.9,15.4,1.8,2.3,15.7,23.3,,0.0,1.0,1.0,.061,,-3.0,1.0,-1.9,0.0
183,Shai Gilgeous-Alexander\gilgesh01,PG,20,LAC,72,1860,12.8,.551,.199,.274,2.8,8.2,5.6,17.3,2.0,1.7,15.9,18.2,,0.9,1.6,2.5,.065,,-0.9,0.2,-0.6,0.6
184,Rudy Gobert\goberru01,C,26,UTA,71,2248,24.3,.676,.000,.731,13.3,30.7,22.1,9.9,1.2,5.7,12.3,17.6,,7.4,4.9,12.3,.262,,1.8,5.0,6.9,5.0
185,Brandon Goodwin\goodwbr01,PG,23,DEN,16,57,8.4,.413,.261,.478,1.9,3.8,2.9,31.7,0.0,0.0,9.7,23.0,,0.0,0.0,0.0,.026,,-4.4,-6.4,-10.8,-0.1
186,Aaron Gordon\gordoaa01,PF,23,ORL,68,2282,15.2,.534,.335,.250,5.1,18.6,11.8,16.8,1.0,1.8,11.9,22.2,,1.5,2.9,4.4,.093,,-0.3,1.1,0.9,1.7
