Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
281,Kyle Korver\korveky01,SG-PF,37,TOT,65,1246,11.7,.596,.720,.149,0.7,12.1,6.4,8.4,0.9,0.8,10.3,18.4,,1.1,1.1,2.3,.087,,0.3,-1.6,-1.3,0.2
281,Kyle Korver\korveky01,PF,37,CLE,16,251,11.3,.650,.711,.211,0.0,13.3,6.4,10.3,0.6,0.7,17.0,17.5,,0.2,0.0,0.2,.045,,-0.2,-3.4,-3.6,-0.1
281,Kyle Korver\korveky01,SG,37,UTA,49,995,11.8,.585,.722,.136,0.9,11.8,6.4,7.9,1.0,0.8,8.7,18.7,,0.9,1.1,2.0,.097,,0.5,-1.2,-0.7,0.3
282,Kosta Koufos\koufoko01,C,29,SAC,33,388,12.6,.478,.000,.147,10.9,27.2,18.9,8.9,1.7,3.1,13.9,15.2,,0.0,0.6,0.6,.075,,-4.2,2.2,-2.0,0.0
283,Rodions Kurucs\kurucro01,SF,20,BRK,54,1118,12.0,.573,.390,.212,4.6,14.5,9.5,5.8,1.6,1.6,14.2,18.4,,0.4,1.3,1.7,.074,,-2.0,0.2,-1.9,0.0
284,Kyle Kuzma\kuzmaky01,PF,23,LAL,65,2147,14.3,.548,.379,.233,2.9,14.3,8.7,12.2,0.9,0.8,10.3,23.7,,1.3,1.7,2.9,.066,,-0.2,-1.4,-1.6,0.2
285,Skal Labissiere\labissk01,PF,22,TOT,18,124,5.5,.504,.367,.433,3.2,17.7,10.4,6.2,0.7,2.7,20.1,14.9,,-0.1,0.1,0.0,-0.007,,-5.8,0.0,-5.8,-0.1
285,Skal Labissiere\labissk01,PF,22,SAC,13,113,6.9,.517,.367,.367,3.6,18.5,10.9,6.8,0.8,2.3,16.7,15.2,,-0.1,0.1,0.1,.021,,-4.7,-0.3,-5.1,-0.1
285,Skal Labissiere\labissk01,PF,22,POR,5,11,-9.6,.000,,,0.0,9.5,4.8,0.0,0.0,7.3,69.4,11.1,,-0.1,0.0,-0.1,-0.304,,-16.3,3.2,-13.1,0.0
286,Jeremy Lamb\lambje01,SG,26,CHO,67,1933,17.0,.553,.339,.266,2.9,18.4,10.5,11.9,1.8,1.2,7.3,22.3,,2.7,1.8,4.5,.112,,0.5,-0.5,0.0,1.0
287,Zach LaVine\lavinza01,SG,23,CHI,63,2171,18.8,.574,.283,.330,2.0,12.8,7.4,22.6,1.3,1.0,14.2,30.5,,1.8,1.1,3.0,.065,,1.8,-1.8,0.0,1.1
288,Jake Layman\laymaja01,SF,24,POR,60,1119,13.8,.597,.439,.130,5.1,13.3,9.3,5.6,1.1,2.1,9.7,16.0,,1.6,1.0,2.6,.111,,0.4,-0.5,-0.1,0.5
289,T.J. Leaf\leaftj01,PF,21,IND,49,417,15.1,.571,.190,.153,7.9,17.8,13.0,6.7,0.6,2.8,6.4,16.4,,0.6,0.6,1.2,.134,,-1.6,-0.3,-1.9,0.0
290,Courtney Lee\leeco01,SG,33,TOT,25,295,10.5,.492,.407,.235,2.4,10.3,6.3,11.9,2.5,0.9,8.2,14.1,,0.1,0.2,0.3,.056,,-2.4,-0.2,-2.6,0.0
290,Courtney Lee\leeco01,SG,33,NYK,12,160,13.8,.527,.340,.298,3.8,14.3,8.9,15.0,2.4,1.1,8.6,15.4,,0.2,0.1,0.3,.087,,-1.0,-0.1,-1.1,0.0
290,Courtney Lee\leeco01,SG,33,DAL,13,135,6.5,.442,.500,.147,0.8,5.6,3.2,8.3,2.5,0.6,7.7,12.5,,-0.1,0.1,0.1,.020,,-4.0,-0.4,-4.3,-0.1
291,Damion Lee\leeda03,SG,26,GSW,26,282,9.6,.564,.556,.167,2.8,13.1,8.1,2.3,1.7,0.0,9.4,16.1,,0.1,0.2,0.3,.057,,-2.0,-2.9,-5.0,-0.2
292,Alex Len\lenal01,C,25,ATL,68,1322,16.4,.565,.278,.347,10.9,19.1,14.9,8.0,0.8,4.0,12.6,21.8,,1.5,1.0,2.5,.089,,-1.0,-0.7,-1.7,0.1
293,Kawhi Leonard\leonaka01,SF,27,TOR,52,1794,26.0,.607,.265,.386,4.3,18.8,11.7,15.9,2.5,1.0,8.5,30.1,,5.5,2.9,8.5,.227,,4.4,0.8,5.1,3.2
294,Meyers Leonard\leoname01,C,26,POR,55,781,15.8,.673,.475,.203,5.9,21.9,14.0,11.6,0.8,0.9,13.9,14.8,,1.9,0.8,2.6,.162,,1.6,-0.3,1.3,0.7
295,Jon Leuer\leuerjo01,PF,29,DET,36,379,13.6,.620,.092,.284,7.0,20.6,13.6,5.8,1.6,0.9,15.8,16.5,,0.4,0.5,0.9,.112,,-2.8,0.2,-2.6,-0.1
296,Caris LeVert\leverca01,SF,24,BRK,31,832,13.8,.495,.312,.223,3.2,12.4,7.8,22.8,1.8,1.0,12.1,24.4,,0.0,0.9,0.9,.052,,-1.2,0.0,-1.2,0.2
297,Damian Lillard\lillada01,PG,28,POR,70,2481,24.3,.595,.412,.345,2.6,10.8,6.8,30.4,1.6,1.0,10.9,29.5,,8.8,2.1,11.0,.212,,6.9,-1.1,5.7,4.8
298,Jeremy Lin\linje01,PG,30,TOT,65,1289,14.3,.568,.347,.395,1.6,11.3,6.4,24.5,1.6,0.7,16.9,22.4,,1.3,0.8,2.0,.076,,-0.7,-2.1,-2.8,-0.2
298,Jeremy Lin\linje01,PG,30,ATL,51,1003,16.0,.594,.342,.435,1.7,11.1,6.3,27.0,1.8,0.6,17.6,22.7,,1.5,0.5,2.0,.095,,0.2,-2.4,-2.2,0.0
298,Jeremy Lin\linje01,PG,30,TOR,14,286,8.2,.470,.364,.255,1.5,11.8,6.8,15.6,1.0,1.2,14.1,21.3,,-0.3,0.3,0.0,.007,,-3.9,-0.9,-4.8,-0.2
299,Shaun Livingston\livinsh01,PG,33,GSW,55,845,11.4,.533,.010,.251,5.0,7.5,6.3,15.2,1.6,2.4,14.5,12.5,,0.9,0.7,1.6,.089,,-2.3,0.4,-1.9,0.0
300,Zach Lofton\loftoza01,SG,26,DET,1,4,-10.0,.000,1.000,.000,0.0,0.0,0.0,0.0,12.3,0.0,50.0,21.5,,-0.1,0.0,0.0,-0.446,,-16.9,8.2,-8.7,0.0
301,Kevon Looney\looneke01,C,22,GSW,68,1333,16.5,.628,.034,.333,14.4,15.9,15.1,10.9,1.4,3.1,12.3,12.2,,3.6,1.5,5.0,.182,,1.6,1.8,3.4,1.8
302,Brook Lopez\lopezbr01,C,30,MIL,72,2059,14.7,.602,.658,.160,1.5,14.4,8.3,5.4,1.0,6.6,9.0,16.8,,2.1,3.9,6.0,.140,,-0.1,2.9,2.7,2.5
303,Robin Lopez\lopezro01,C,30,CHI,65,1370,15.7,.602,.051,.237,9.4,10.2,9.8,8.3,0.4,4.6,14.7,18.5,,1.7,0.7,2.3,.082,,-1.2,0.2,-1.0,0.3
304,Kevin Love\loveke01,PF,30,CLE,17,457,20.6,.566,.537,.482,6.3,40.8,22.9,13.0,0.4,0.8,10.8,28.4,,0.9,0.3,1.2,.130,,1.4,-2.6,-1.2,0.1
305,Kyle Lowry\lowryky01,PG,32,TOR,57,1971,17.0,.568,.607,.264,2.1,12.6,7.4,35.9,1.9,1.2,18.1,19.7,,3.6,2.5,6.2,.150,,2.9,0.4,3.2,2.6
306,Jordan Loyd\loydjo01,PG,25,TOR,9,37,9.5,.563,.500,.417,3.0,17.2,10.2,7.4,0.0,0.0,12.3,18.7,,0.0,0.0,0.1,.076,,-2.7,-3.0,-5.7,0.0
307,Kalin Lucas\lucaska01,PG,29,DET,1,6,16.6,.532,1.000,2.000,0.0,56.6,27.3,20.7,0.0,0.0,0.0,13.5,,0.0,0.0,0.0,.236,,-1.0,0.5,-0.4,0.0
308,Timothe Luwawu-Cabarrot\luwawti01,SF-SG,23,TOT,41,434,6.7,.461,.533,.156,2.2,12.5,7.3,5.1,1.7,0.8,8.3,15.5,,-0.3,0.3,0.0,.005,,-3.9,-1.6,-5.5,-0.4
308,Timothe Luwawu-Cabarrot\luwawti01,SF,23,OKC,21,123,3.5,.383,.512,.140,3.3,12.0,7.5,4.2,1.5,0.7,9.9,16.7,,-0.2,0.1,-0.1,-0.031,,-6.7,-1.8,-8.5,-0.2
308,Timothe Luwawu-Cabarrot\luwawti01,SG,23,CHI,20,311,8.0,.497,.543,.163,1.8,12.7,7.2,5.5,1.7,0.8,7.5,15.0,,-0.1,0.2,0.1,.019,,-2.8,-1.5,-4.3,-0.2
309,Tyler Lydon\lydonty01,PF,22,DEN,24,90,8.1,.573,.588,.176,7.2,13.3,10.3,7.0,1.1,0.0,17.9,10.5,,0.1,0.1,0.1,.069,,-1.9,-1.2,-3.1,0.0
310,Trey Lyles\lylestr01,PF,23,DEN,56,1024,13.1,.503,.397,.237,4.3,19.4,11.9,10.9,1.3,2.0,10.8,23.4,,0.0,1.3,1.2,.057,,-2.3,-0.8,-3.1,-0.3
311,Shelvin Mack\macksh01,PG,28,TOT,56,1236,10.7,.491,.326,.206,1.6,8.0,4.7,22.9,1.9,0.3,12.8,18.1,,-0.1,1.1,1.0,.040,,-2.4,-1.4,-3.8,-0.6
311,Shelvin Mack\macksh01,PG,28,MEM,53,1204,11.1,.499,.329,.193,1.7,8.0,4.8,23.4,1.9,0.3,12.8,18.1,,0.1,1.1,1.2,.047,,-2.1,-1.4,-3.6,-0.5
311,Shelvin Mack\macksh01,PG,28,CHO,3,32,-4.8,.229,.200,.700,0.0,6.8,3.4,3.9,3.0,0.0,13.3,20.2,,-0.2,0.0,-0.2,-0.248,,-12.8,-1.9,-14.8,-0.1
312,Daryl Macon\maconda01,SG,23,DAL,4,8,19.6,1.000,.000,.000,0.0,0.0,0.0,0.0,6.1,0.0,33.3,16.1,,0.0,0.0,0.0,.080,,-0.5,1.5,1.0,0.0
313,J.P. Macura\macurjp01,SG,23,CHO,1,14,0.6,.250,.500,.000,0.0,15.6,7.7,20.8,0.0,0.0,0.0,24.5,,-0.1,0.0,-0.1,-0.212,,-8.2,-4.9,-13.1,0.0
314,Ian Mahinmi\mahinia01,C,32,WAS,32,453,12.3,.560,.151,.698,9.5,16.8,13.1,6.8,2.5,2.8,15.1,12.4,,0.5,0.5,1.0,.102,,-2.1,1.5,-0.6,0.2
315,Thon Maker\makerth01,C-PF,21,TOT,52,705,11.7,.518,.557,.302,5.2,17.6,11.5,7.0,1.1,4.2,9.1,15.9,,0.3,1.1,1.5,.099,,-2.3,1.4,-1.0,0.2
315,Thon Maker\makerth01,C,21,MIL,35,409,13.0,.546,.582,.276,4.5,18.7,12.0,5.9,1.1,3.7,5.7,16.4,,0.4,0.7,1.1,.134,,-1.5,0.7,-0.8,0.1
315,Thon Maker\makerth01,PF,21,DET,17,296,9.9,.473,.513,.346,6.1,16.1,10.9,8.6,1.0,4.9,14.3,15.2,,-0.1,0.4,0.3,.052,,-3.5,2.3,-1.1,0.1
316,Boban Marjanovic\marjabo01,C,30,TOT,48,547,23.9,.663,.015,.603,14.6,27.1,21.0,11.0,1.1,3.5,17.1,23.4,,1.6,0.8,2.4,.207,,0.8,0.6,1.4,0.5
316,Boban Marjanovic\marjabo01,C,30,LAC,36,376,25.1,.666,.014,.679,15.9,26.5,21.4,9.4,1.4,3.6,16.9,24.5,,1.2,0.6,1.7,.221,,1.2,0.4,1.7,0.3
316,Boban Marjanovic\marjabo01,C,30,PHI,12,171,21.2,.657,.017,.424,11.6,28.3,20.2,14.7,0.6,3.2,17.6,20.8,,0.4,0.2,0.6,.176,,-0.3,1.1,0.8,0.1
317,Lauri Markkanen\markkla01,PF,21,CHI,50,1639,17.2,.559,.422,.241,4.5,25.6,15.1,7.4,1.0,1.6,8.7,24.7,,1.5,1.4,2.9,.085,,0.0,-1.6,-1.7,0.1
318,Jarell Martin\martija01,PF,24,ORL,36,283,10.3,.547,.516,.097,3.7,19.8,11.7,7.7,0.3,2.4,10.2,16.6,,0.1,0.3,0.5,.077,,-3.0,-0.6,-3.6,-0.1
319,Frank Mason\masonfr01,PG,24,SAC,35,403,12.5,.496,.361,.361,1.0,8.8,4.8,27.3,1.8,0.8,15.0,20.5,,0.1,0.3,0.4,.046,,-2.2,-2.3,-4.5,-0.3
320,Wesley Matthews\matthwe02,SF-SG,32,TOT,62,1897,11.0,.556,.580,.248,1.6,7.3,4.5,11.2,1.3,0.7,10.5,18.0,,1.4,1.3,2.7,.069,,0.0,-1.3,-1.3,0.3
320,Wesley Matthews\matthwe02,SF,32,DAL,44,1312,11.4,.556,.561,.235,1.7,6.7,4.2,11.7,1.2,0.8,10.1,18.8,,1.1,0.7,1.8,.066,,0.1,-1.5,-1.4,0.2
320,Wesley Matthews\matthwe02,SG,32,NYK,2,54,2.9,.330,.526,.263,1.9,4.0,2.9,12.8,0.9,1.6,8.6,18.3,,-0.1,0.0,-0.1,-0.113,,-6.1,-3.3,-9.5,-0.1
320,Wesley Matthews\matthwe02,SG,32,IND,16,531,10.7,.584,.645,.289,1.5,9.0,5.4,9.7,1.4,0.5,11.8,16.0,,0.5,0.6,1.1,.096,,0.3,-0.6,-0.2,0.2
321,Luc Mbah a Moute\mbahalu01,PF,32,LAC,4,61,6.8,.495,.333,.278,3.6,8.4,6.1,4.6,0.8,1.3,9.0,15.3,,0.0,0.0,0.0,.012,,-3.2,-2.0,-5.2,0.0
322,Tahjere McCall\mccalta01,SG,24,BRK,1,8,9.6,.581,.333,.333,0.0,13.1,6.6,0.0,0.0,0.0,0.0,18.1,,0.0,0.0,0.0,.053,,-3.9,-6.0,-9.9,0.0
323,Patrick McCaw\mccawpa01,SG,23,TOT,26,350,7.6,.528,.455,.273,2.2,11.3,6.8,9.3,2.7,0.5,19.6,9.4,,0.0,0.4,0.5,.065,,-2.8,1.7,-1.1,0.1
323,Patrick McCaw\mccawpa01,SG,23,CLE,3,53,-0.7,.278,.444,.000,0.0,6.5,3.1,5.0,1.9,0.0,25.0,9.9,,-0.2,0.0,-0.1,-0.136,,-8.1,-1.1,-9.2,-0.1
323,Patrick McCaw\mccawpa01,SG,23,TOR,23,297,9.1,.570,.457,.326,2.6,12.1,7.4,10.1,2.9,0.6,18.6,9.3,,0.2,0.4,0.6,.101,,-1.8,2.2,0.4,0.2
324,CJ McCollum\mccolcj01,SG,27,POR,68,2321,17.3,.557,.357,.155,2.8,9.7,6.3,13.7,1.1,0.9,7.4,25.5,,4.0,1.6,5.6,.117,,2.2,-1.9,0.3,1.3
325,T.J. McConnell\mccontj01,PG,26,PHI,66,1290,13.7,.558,.109,.095,2.1,9.8,6.1,25.9,2.7,0.9,17.8,14.8,,1.2,1.6,2.8,.103,,-1.5,0.2,-1.2,0.3
326,Doug McDermott\mcderdo01,SF,27,IND,67,1136,11.4,.624,.529,.202,1.3,7.7,4.6,7.0,0.6,0.6,9.2,16.0,,1.5,1.0,2.5,.105,,0.0,-2.1,-2.1,0.0
327,JaVale McGee\mcgeeja01,C,31,LAL,64,1368,20.9,.625,.016,.233,11.6,21.3,16.6,4.3,1.4,7.1,13.2,19.8,,2.2,2.3,4.5,.158,,-1.4,2.5,1.1,1.1
328,Rodney McGruder\mcgruro01,SG,27,MIA,63,1508,9.6,.517,.493,.156,3.9,12.2,8.0,10.4,1.1,0.7,11.6,15.5,,0.5,1.5,2.0,.063,,-1.6,-0.3,-1.9,0.0
329,Alfonzo McKinnie\mckinal01,SF,26,GSW,60,840,11.1,.553,.408,.150,9.9,17.3,13.7,3.9,0.8,1.3,8.9,14.3,,0.9,0.7,1.6,.094,,-1.2,-1.9,-3.0,-0.2
330,Ben McLemore\mclembe01,SG,25,SAC,19,158,10.5,.541,.641,.188,1.9,9.3,5.5,3.4,1.8,1.6,6.7,19.4,,0.1,0.1,0.2,.058,,-1.1,-2.5,-3.6,-0.1
331,Jordan McRae\mcraejo01,SG,27,WAS,20,186,15.1,.592,.221,.294,2.3,10.7,6.5,9.4,1.8,2.3,10.5,19.6,,0.2,0.1,0.3,.078,,-2.0,-1.7,-3.7,-0.1
332,Jodie Meeks\meeksjo01,SG,31,TOR,2,24,15.8,.577,.615,.000,0.0,17.6,9.0,6.7,0.0,0.0,0.0,23.2,,0.0,0.0,0.1,.122,,1.1,-4.9,-3.8,0.0
333,Salah Mejri\mejrisa01,C,32,DAL,28,259,13.3,.549,.190,.224,9.7,21.5,15.6,11.2,1.7,3.6,15.8,12.6,,0.3,0.4,0.6,.118,,-2.4,2.8,0.4,0.2
334,De'Anthony Melton\meltode01,PG,20,PHO,41,793,9.9,.449,.390,.083,2.6,12.7,7.6,23.2,3.4,1.9,20.4,15.3,,-0.7,0.7,0.1,.004,,-3.5,1.1,-2.4,-0.1
335,Chimezie Metu\metuch01,PF,21,SAS,29,145,6.4,.389,.034,.293,6.8,20.1,13.5,12.1,2.0,1.2,18.6,24.4,,-0.5,0.2,-0.3,-0.100,,-8.8,-0.3,-9.1,-0.3
336,Khris Middleton\middlkh01,SF,27,MIL,69,2169,16.1,.556,.419,.236,2.2,16.8,9.9,19.8,1.5,0.2,12.4,24.5,,2.3,3.3,5.5,.123,,0.5,0.1,0.6,1.4
337,C.J. Miles\milescj01,SF,31,TOT,53,856,9.1,.504,.653,.186,1.7,10.4,6.1,6.0,1.5,1.5,8.2,18.6,,-0.2,0.9,0.8,.043,,-2.0,-1.3,-3.3,-0.3
337,C.J. Miles\milescj01,SF,31,TOR,40,562,8.1,.484,.665,.214,2.3,10.5,6.5,5.3,1.5,1.5,8.5,18.7,,-0.2,0.7,0.4,.037,,-2.3,-1.1,-3.5,-0.2
337,C.J. Miles\milescj01,SF,31,MEM,13,294,10.9,.544,.629,.133,0.4,10.1,5.2,7.5,1.4,1.6,7.5,18.4,,0.1,0.3,0.3,.056,,-1.4,-1.5,-2.8,-0.1
338,Darius Miller\milleda01,SF,28,NOP,66,1693,8.5,.556,.763,.142,0.8,6.7,3.8,10.2,1.1,1.1,9.9,13.3,,1.2,0.6,1.8,.052,,0.1,-1.6,-1.4,0.2
339,Malcolm Miller\millema01,SF,25,TOR,6,36,23.4,.750,.889,.000,0.0,5.9,3.0,4.5,1.3,0.0,0.0,21.4,,0.1,0.0,0.2,.234,,8.2,-5.0,3.2,0.0
340,Patty Mills\millspa02,PG,30,SAS,72,1704,13.2,.575,.594,.166,1.5,8.9,5.2,17.5,1.3,0.4,11.9,18.4,,2.1,1.0,3.1,.086,,1.6,-2.0,-0.5,0.7
341,Paul Millsap\millspa01,PF,33,DEN,58,1554,19.1,.581,.237,.381,8.7,20.6,14.6,10.4,2.3,2.8,10.3,19.8,,3.1,2.5,5.6,.172,,1.0,1.9,2.9,1.9
342,Shake Milton\miltosh01,SG,22,PHI,13,126,14.9,.560,.543,.109,6.1,10.6,8.4,14.8,1.5,1.9,5.9,17.0,,0.2,0.1,0.4,.142,,1.4,-1.1,0.4,0.1
343,Nikola Mirotic\mirotni01,PF,27,TOT,46,1245,17.3,.584,.587,.229,5.1,22.7,14.1,6.2,1.2,2.2,7.4,21.4,,2.1,1.5,3.5,.136,,1.3,-1.2,0.1,0.6
343,Nikola Mirotic\mirotni01,PF,27,NOP,32,925,17.6,.591,.568,.248,5.2,24.1,14.8,5.3,1.1,2.2,7.6,21.7,,1.6,0.9,2.5,.132,,1.4,-1.7,-0.2,0.4
343,Nikola Mirotic\mirotni01,PF,27,MIL,14,320,16.3,.562,.644,.170,4.7,18.4,12.0,8.7,1.5,2.3,7.0,20.5,,0.4,0.6,1.0,.150,,0.8,0.1,0.9,0.2
344,Donovan Mitchell\mitchdo01,SG,22,UTA,67,2259,16.7,.530,.344,.251,2.5,10.3,6.5,21.3,2.0,1.0,11.6,31.9,,0.5,3.1,3.7,.078,,0.5,-0.3,0.2,1.3
345,Naz Mitrou-Long\mitrona01,SG,25,UTA,10,39,-2.9,.313,.750,.000,0.0,5.5,2.8,13.2,0.0,0.0,27.3,12.1,,-0.1,0.0,-0.1,-0.101,,-8.3,-2.3,-10.6,-0.1
346,Malik Monk\monkma01,SG,20,CHO,61,1061,12.1,.515,.550,.182,1.3,9.4,5.3,15.1,1.4,1.2,11.9,25.6,,-0.3,0.6,0.3,.013,,-1.0,-3.1,-4.1,-0.5
347,Greg Monroe\monrogr01,C,28,TOR,38,423,13.6,.487,.025,.379,15.6,24.0,19.9,5.4,1.5,1.6,14.2,22.1,,0.0,0.7,0.6,.071,,-4.6,-0.6,-5.1,-0.3
348,E'Twaun Moore\mooreet01,SF,29,NOP,53,1463,11.5,.567,.331,.111,2.5,6.4,4.5,9.5,1.3,0.4,9.6,17.3,,1.3,0.5,1.8,.057,,-0.2,-2.0,-2.1,0.0
349,Eric Moreland\moreler01,PF,27,TOT,4,36,7.4,.583,.167,.000,9.2,38.8,24.1,14.4,0.0,0.0,33.3,10.7,,0.0,0.1,0.1,.082,,-5.3,0.3,-5.0,0.0
349,Eric Moreland\moreler01,PF,27,PHO,1,5,3.9,,,,0.0,68.1,33.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.079,,-14.1,-3.8,-18.0,0.0
349,Eric Moreland\moreler01,PF,27,TOR,3,31,8.0,.583,.167,.000,10.6,34.1,22.6,16.7,0.0,0.0,33.3,12.4,,0.0,0.0,0.1,.083,,-3.9,1.0,-2.9,0.0
350,Jaylen Morris\morrija01,SG,23,MIL,4,29,12.3,.460,.300,.200,0.0,16.7,8.8,18.2,3.2,0.0,8.4,17.2,,0.0,0.1,0.1,.086,,-3.8,0.9,-2.9,0.0
351,Marcus Morris\morrima03,PF,29,BOS,67,1868,14.7,.580,.461,.202,3.8,19.8,11.8,7.4,1.0,1.0,9.4,20.8,,2.1,2.2,4.3,.112,,-0.2,-1.0,-1.2,0.4
352,Markieff Morris\morrima02,PF,29,TOT,48,1119,11.9,.529,.428,.207,4.8,17.4,11.0,8.8,1.3,1.7,9.6,19.1,,0.5,0.9,1.4,.060,,-1.6,-1.1,-2.7,-0.2
352,Markieff Morris\morrima02,PF,29,WAS,34,883,12.3,.543,.439,.223,5.0,16.6,10.8,9.6,1.3,1.9,11.5,19.6,,0.4,0.5,0.9,.052,,-1.1,-1.0,-2.1,0.0
352,Markieff Morris\morrima02,PF,29,OKC,14,236,10.5,.479,.387,.151,3.8,20.1,11.8,5.8,1.2,0.7,2.0,17.4,,0.1,0.3,0.5,.093,,-3.3,-1.4,-4.8,-0.2
353,Monte Morris\morrimo01,PG,23,DEN,69,1678,16.1,.572,.318,.106,1.9,9.6,5.7,21.9,1.8,0.2,6.9,16.9,,3.7,1.5,5.3,.151,,1.5,-1.3,0.2,0.9
354,Johnathan Motley\motlejo01,PF,23,LAC,17,134,16.5,.539,.048,.540,12.2,19.2,15.8,9.7,1.4,1.2,15.2,28.9,,0.0,0.1,0.2,.060,,-3.0,-2.1,-5.1,-0.1
355,Emmanuel Mudiay\mudiaem01,PG,22,NYK,53,1402,14.8,.536,.279,.241,2.0,10.4,6.1,23.9,1.4,1.0,14.7,25.2,,0.3,0.5,0.8,.028,,-0.3,-2.0,-2.3,-0.1
356,Jamal Murray\murraja01,PG,21,DEN,63,2080,15.2,.533,.354,.184,2.9,10.8,6.9,21.7,1.2,0.9,11.5,24.8,,2.2,1.8,4.0,.091,,0.8,-1.3,-0.5,0.8
357,Dzanan Musa\musadz01,SG,19,BRK,8,34,2.9,.383,.450,.100,3.1,9.3,6.2,5.0,2.8,0.0,16.1,30.9,,-0.2,0.0,-0.2,-0.225,,-10.0,-3.4,-13.4,-0.1
358,Mike Muscala\muscami01,PF,27,TOT,58,1143,10.1,.545,.719,.261,5.0,14.5,9.9,7.8,0.8,2.2,11.1,14.2,,0.9,1.1,2.0,.083,,-0.5,-0.3,-0.8,0.3
358,Mike Muscala\muscami01,PF,27,PHI,47,1041,10.4,.560,.716,.277,5.4,14.8,10.2,7.9,0.8,2.0,12.1,14.3,,0.9,1.0,1.9,.090,,-0.2,-0.2,-0.5,0.4
358,Mike Muscala\muscami01,PF,27,LAL,11,102,6.6,.415,.750,.125,1.0,11.9,6.6,6.2,0.5,4.0,0.0,13.8,,0.0,0.1,0.0,.019,,-3.9,-0.6,-4.4,-0.1
359,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,21,TOT,42,440,6.1,.447,.636,.143,2.2,6.2,4.3,10.9,1.5,0.2,12.4,16.1,,-0.4,0.3,-0.1,-0.015,,-3.6,-2.2,-5.9,-0.4
359,Sviatoslav Mykhailiuk\mykhasv01,SF,21,LAL,39,420,5.9,.451,.644,.152,2.0,6.3,4.2,10.1,1.4,0.2,12.4,15.9,,-0.4,0.3,-0.1,-0.017,,-3.7,-2.3,-5.9,-0.4
359,Sviatoslav Mykhailiuk\mykhasv01,SG,21,DET,3,20,9.8,.375,.500,.000,5.3,5.7,5.5,28.4,2.5,0.0,11.1,19.3,,0.0,0.0,0.0,.016,,-2.6,-1.9,-4.5,0.0
360,Abdel Nader\naderab01,SF,25,OKC,53,620,9.2,.541,.452,.188,1.8,15.7,8.6,3.7,1.3,1.5,10.2,14.7,,0.2,0.8,1.0,.074,,-4.0,-0.7,-4.7,-0.4
361,Larry Nance\nancela02,C,26,CLE,57,1488,18.4,.583,.187,.297,10.1,23.9,16.7,17.5,2.7,2.1,15.3,15.4,,2.7,1.4,4.1,.132,,1.3,2.6,3.9,2.2
362,Shabazz Napier\napiesh01,PG,27,BRK,54,942,15.3,.534,.514,.333,1.6,8.9,5.3,22.3,2.1,1.3,12.0,24.2,,0.9,1.0,1.9,.095,,0.3,-1.1,-0.8,0.3
363,Raul Neto\netora01,PG,26,UTA,30,374,14.1,.563,.383,.172,0.9,12.9,7.0,30.4,1.5,0.4,15.4,18.6,,0.5,0.5,1.0,.127,,-0.6,-0.9,-1.4,0.1
364,Georges Niang\niangge01,PF,25,UTA,49,355,12.5,.602,.642,.122,2.5,16.6,9.6,9.6,0.9,0.7,9.7,17.3,,0.4,0.4,0.9,.117,,-0.3,-1.0,-1.3,0.1
365,Joakim Noah\noahjo01,C,33,MEM,41,684,18.6,.574,.005,.502,9.1,29.7,19.2,20.3,1.5,4.3,16.4,20.1,,0.9,1.2,2.2,.152,,-1.9,3.7,1.8,0.7
366,Nerlens Noel\noelne01,C,24,OKC,67,947,19.2,.593,.000,.281,12.0,20.3,16.0,6.0,3.0,7.5,12.3,13.9,,1.6,2.3,3.9,.198,,-1.7,5.5,3.8,1.4
367,Dirk Nowitzki\nowitdi01,PF,40,DAL,40,551,8.8,.471,.591,.169,0.4,17.9,9.2,6.7,0.6,2.0,4.9,20.9,,-0.3,0.5,0.2,.017,,-3.6,-2.1,-5.7,-0.5
368,Frank Ntilikina\ntilila01,PG,20,NYK,41,872,6.2,.419,.400,.102,1.2,9.0,4.9,19.3,1.7,1.4,15.8,16.6,,-1.2,0.4,-0.8,-0.043,,-4.3,-1.1,-5.4,-0.7
369,James Nunnally\nunnaja01,SF,28,TOT,15,102,7.3,.503,.735,.118,0.0,5.4,2.6,9.5,0.5,0.0,2.7,15.3,,0.1,0.0,0.1,.035,,-1.6,-5.0,-6.6,-0.1
369,James Nunnally\nunnaja01,SF,28,MIN,13,64,12.1,.593,.619,.190,0.0,6.8,3.3,10.9,0.7,0.0,4.2,15.6,,0.1,0.0,0.1,.100,,0.4,-4.6,-4.2,0.0
369,James Nunnally\nunnaja01,SF,28,HOU,2,38,-0.8,.346,.923,.000,0.0,3.0,1.5,7.3,0.0,0.0,0.0,14.9,,-0.1,0.0,-0.1,-0.074,,-4.9,-5.7,-10.5,-0.1
370,Jusuf Nurkic\nurkiju01,C,24,POR,70,1908,23.2,.570,.037,.447,13.6,26.6,20.3,17.9,1.7,4.1,14.9,24.6,,4.3,3.2,7.5,.188,,1.5,3.5,5.0,3.4
