Gary Harris,70131
Seth Curry,49447
Derrick White,43473
Hamidou Diallo,56551
Bryn Forbes,54302
Patty Mills,50432
Wesley Matthews,26731
Jeff Teague,18719
Malik Beasley,24344
Dante Exum,20517
Grayson Allen,18350
Patrick Beverley,12873
Deonte Burton,14703
Will Barton,14668
Jacob Evans,15573
Avery Bradley,8460
Nik Stauskas,7574
Jerryd Bayless,6811
Wade Baldwin,6351
Jevon Carter,6154
Andre Iguodala,234866
Lance Stephenson,150510
Jawun Evans,3948
Gerald Green,103557
Shaun Livingston,88964
Garrett Temple,3043
Jared Terrell,2262
Milos Teodosic,65564
Austin Rivers,62225
MarShon Brooks,1296
Kyle Korver,48710
Isaiah Thomas,44367
Andre Roberson,40928
Josh Okogie,28373
Raymond Felton,27109
Jamal Crawford,22935
Tyus Jones,22516
Monte Morris,21027
Sviatoslav Mykhailiuk,20170
Devin Harris,19132
Brandon Knight,18110
Jalen Brunson,17034
Damion Lee,15964
Dejounte Murray,14215
Isaac Bonga,13678
Lonnie Walker,12932
Iman Shumpert,11093
Alex Caruso,9563
Evan Turner,9218
Ryan Broekhoff,8809
Yuta Watanabe,8456
Raul Neto,7088
Yogi Ferrell,6423
Elie Okobo,5127
Daryl Macon,4851
Elfrid Payton,4757
Dillon Brooks,4521
Brandon Goodwin,4344
Troy Daniels,3883
Ben McLemore,3396
Frank Jackson,3155
Anfernee Simons,3083
Tyrone Wallace,2704
Tim Frazier,2119
Wayne Selden,1987
Ian Clark,1936
Jerome Robinson,1828
Sindarius Thornwell,1741
Shelvin Mack,1666
Trevon Bluiett,1492
Kenrich Williams,938
Andrew Harrison,834
Giannis Antetokounmpo,4375747
Kawhi Leonard,3580531
Joel Embiid,2783833
Jayson Tatum,1002885
Pascal Siakam,506199
Nikola Vucevic,255487
Jimmy Butler,907775
Blake Griffin,843785
Vince Carter,540939
Andre Drummond,264473
Khris Middleton,238103
Al Horford,360988
Brook Lopez,147667
Serge Ibaka,348217
Gordon Hayward,412018
Domantas Sabonis,144248
Bojan Bogdanovic,122143
Marcus Morris,190006
Jarrett Allen,94421
Kevin Love,191230
Aaron Gordon,94489
Myles Turner,89023
Lauri Markkanen,139747
Mohamed Bamba,81319
Tristan Thompson,49756
John Collins,55563
Bam Adebayo,46466
OG Anunoby,69500
Hassan Whiteside,119122
Jonas Valanciunas,114827
Cedi Osman,101593
Ersan Ilyasova,53653
Thaddeus Young,30244
Trevor Ariza,26975
Aron Baynes,49545
Justise Winslow,49421
Enes Kanter,70621
Kevin Knox,32851
Thon Maker,31403
Zaza Pachulia,21525
Nicolas Batum,18813
Wilson Chandler,13791
Rodions Kurucs,17925
Miles Bridges,17319
Joe Harris,24489
Jabari Parker,18051
Willy Hernangomez,24162
Thomas Bryant,13848
Udonis Haslem,21197
Jonah Bolden,14995
Cristiano Felicio,17219
Chris Boucher,15678
Jeff Green,11332
Ed Davis,12750
Robin Lopez,11049
Kelly Olynyk,13303
James Johnson,13217
Mario Hezonja,12999
Channing Frye,11090
Mike Muscala,9292
Bismack Biyombo,8128
Ike Anigbogu,8882
Bobby Portis,8209
Marvin Williams,10093
Doug McDermott,10079
Jonathon Simmons,7686
Jared Dudley,9760
Otto Porter,9713
Dewayne Dedmon,9483
Alex Len,9006
Sam Dekker,6795
Rodney McGruder,7230
Noah Vonleh,7190
Amir Johnson,7189
Taurean Prince,6542
Chandler Hutchison,5111
Markieff Morris,6491
Mitchell Robinson,6126
Kristaps Porzingis,89334
Dwight Howard,50356
Amile Jefferson,2531
Norman Powell,38937
Khem Birch,3196
Lance Thomas,2950
Daniel Theis,27283
Wesley Iwundu,2704
Robert Williams,27246
Greg Monroe,14563
Ante Zizic,12931
Semi Ojeleye,11665
Frank Kaminsky,11325
Guerschon Yabusele,11201
Cody Zeller,11141
Kenneth Faried,10431
DeMarre Carroll,10384
Jonathan Isaac,6855
Christian Wood,6396
Stanley Johnson,6375
Jason Smith,5864
Henry Ellenson,5823
Timofey Mozgov,5796
Justin Holiday,5169
Duncan Robinson,4918
Treveon Graham,4093
Luke Kornet,3995
Jaron Blossomgame,3962
Alex Poythress,3583
Omari Spellman,3479
Justin Patton,3417
Jon Leuer,3391
Alize Johnson,3333
Miles Plumlee,3247
Jalen Jones,3228
John Henson,3018
Ian Mahinmi,2937
Isaiah Hicks,2667
Devin Robinson,2538
Yante Maten,2085
Jarell Martin,1401
LeBron James,4620809
Kevin Durant,3150648
Anthony Davis,2520728
Paul George,3122346
Luka Doncic,4242980
Nikola Jokic,1445989
Rudy Gobert,196040
Steven Adams,1779073
Draymond Green,958761
LaMarcus Aldridge,463118
Clint Capela,467048
DeMarcus Cousins,691722
Kyle Kuzma,1155582
Tobias Harris,219184
Danilo Gallinari,259799
Jerami Grant,238095
Brandon Ingram,447996
Dirk Nowitzki,394622
Carmelo Anthony,202117
DeAndre Jordan,173516
Andrew Wiggins,123527
Marc Gasol,102405
Deandre Ayton,101143
Jusuf Nurkic,131459
Boban Marjanovic,123533
JaVale McGee,316015
Rudy Gay,122988
Harrison Barnes,69434
Kostas Antetokounmpo,98369
Nemanja Bjelica,121732
Nerlens Noel,72361
Montrezl Harrell,47205
Michael Beasley,55823
Joe Ingles,77335
Ivica Zubac,97263
Robert Covington,62266
Jordan Bell,73082
Dario Saric,37201
Pau Gasol,71195
Davis Bertans,52192
Julius Randle,48268
Jakob Poeltl,31560
Danuel House,45459
Taj Gibson,26708
Maxi Kleber,30269
Jae Crowder,28076
Nikola Mirotic,27799
Mason Plumlee,27733
Kosta Koufos,16408
Dwight Powell,20554
Torrey Craig,18015
Zach Collins,16287
Kyle Anderson,10590
Gary Clark,15366
Meyers Leonard,12933
Johnathan Williams,12423
Mikal Bridges,12284
Josh Jackson,10617
Maurice Harkless,11822
Harry Giles,9678
Dante Cunningham,7472
Ryan Anderson,5711
Dragan Bender,6570
Jahlil Okafor,4247
Richaun Holmes,5639
Donte Grantham,4492
Jonas Jerebko,125647
Caleb Swanigan,4009
JaMychal Green,3409
Kevon Looney,91374
Tyson Chandler,78740
Wenyen Gabriel,2750
Tony Bradley,2552
Paul Millsap,63365
Ben Moore,2606
Juan Hernangomez,47464
Darius Miller,2012
Johnathan Motley,1832
Alfonzo McKinnie,40423
Patrick Patterson,31968
Abdel Nader,29254
Derrick Favors,28213
James Ennis,21347
Damian Jones,21317
Moritz Wagner,20529
Marcus Derrickson,15695
Marcin Gortat,15006
Omri Casspi,14031
Gorgui Dieng,12079
Trey Lyles,11872
Joakim Noah,9877
Jake Layman,9714
Justin Jackson,9271
Luol Deng,9035
Vince Edwards,7007
Marquese Chriss,6829
Anthony Tolliver,6788
Ekpe Udoh,6518
Isaiah Hartenstein,6370
Salah Mejri,6322
Thabo Sefolosha,6236
Zach Randolph,6231
Ray Spalding,4518
Angel Delgado,4204
Drew Eubanks,3853
Mike Scott,3820
James Nunnally,3537
Thomas Welsh,3439
Chandler Parsons,3030
George King,2964
Georges Niang,2942
Jarred Vanderbilt,2815
Cheick Diallo,2757
Tyler Lydon,2707
Chimezie Metu,2695
Troy Williams,2647
Skal Labissiere,2471
Quincy Pondexter,2367
Tyler Cavanaugh,2126
Wesley Johnson,1919
Ivan Rabb,1628
Solomon Hill,1607
Jarnell Stokes,1049
Eric Moreland,538
