Kyrie Irving,1696769
Isaiah Thomas,755102
DeMar DeRozan,796112
Dwyane Wade,979566
Kyle Lowry,471697
John Wall,301437
Derrick Rose,337706
Kemba Walker,170299
Avery Bradley,97441
Bradley Beal,48243
Nicolas Batum,30912
Jeremy Lin,202502
Goran Dragic,26834
Malcolm Brogdon,25077
Matthew Dellavedova,24701
Sergio Rodriguez,18472
Kyle Korver,51591
Dennis Schroder,23565
Jeff Teague,11422
Iman Shumpert,50970
Courtney Lee,11832
Rajon Rondo,42247
DeAndre Liggins,20042
Bojan Bogdanovic,9757
Reggie Jackson,7749
Jordan McRae,9791
Brandon Jennings,16639
Evan Fournier,8882
Cory Joseph,14122
Monta Ellis,6324
Norman Powell,13509
Marcus Smart,12582
Tony Snell,6944
Kay Felder,12425
Jason Terry,5970
Khris Middleton,6347
Gerald Green,7228
Marco Belinelli,10875
Ron Baker,10502
Sean Kilpatrick,4736
Justin Holiday,5642
Nik Stauskas,6660
Jerryd Bayless,3255
Randy Foye,2529
Elfrid Payton,4651
Denzel Valentine,3701
Gerald Henderson,3622
Tyler Johnson,5103
Dion Waiters,2606
Isaiah Canaan,2385
Mario Hezonja,1950
Jerian Grant,2053
Sasha Vujacic,3216
Mo Williams,2494
Terry Rozier,3190
Josh Richardson,2743
Joe Harris,2692
Caris LeVert,2564
Trey Burke,2529
Wayne Ellington,1567
Isaiah Whitehead,1910
Jeremy Lamb,2497
Malcolm Delaney,1890
Tomas Satoransky,1812
Aaron Brooks,2474
Demetrius Jackson,2046
Rashad Vaughn,2022
Ish Smith,1397
Michael Gbinije,887
James Young,1414
Jodie Meeks,1412
Delon Wright,1360
Fred VanVleet,1089
Rodney Stuckey,932
Beno Udrih,875
Sheldon Mac,855
Spencer Dinwiddie,838
Joe Young,781
Marcus Thornton,774
Rodney McGruder,762
Ramon Sessions,719
Treveon Graham,642
Darrun Hilliard,640
Brian Roberts,484
Russell Westbrook,1575865
James Harden,1771375
Stephen Curry,1848121
Chris Paul,735460
Klay Thompson,1054304
Damian Lillard,340593
Eric Gordon,450891
CJ McCollum,83414
Manu Ginobili,214670
Andre Iguodala,290271
Zach LaVine,156616
Mike Conley,75710
Jordan Clarkson,460979
Devin Booker,70018
Patrick Beverley,169351
Victor Oladipo,54023
Jamal Crawford,76642
Shaun Livingston,127248
Tony Parker,111148
Nick Young,68085
George Hill,28120
Vince Carter,73528
Ian Clark,71317
Eric Bledsoe,27187
Patty Mills,40483
Rodney Hood,15555
Seth Curry,21717
Tony Allen,15301
Tyler Ennis,10953
Patrick McCaw,21159
Emmanuel Mudiay,5770
Alex Abrines,16299
Danny Green,43922
Kyle Anderson,10754
Cameron Payne,6610
