username,pagerank,eigen,load,betw,followers
johnwall,0.014786288711603875,0.18282280494787723,0.021625412513498938,0.02257730833445652,4263956
jrue_holiday11,0.0053102208744246655,0.07229563564059002,0.011888575993296535,0.011560168311500786,200337
juliusrandle30,0.005212209456815544,0.0642387473770825,0.004619370930378103,0.004530780984761664,752556
karltowns,0.0058456204988820235,0.06050697238562069,0.008704344611898984,0.008568333777555436,2382666
kennethfaried35,0.004899010381470206,0.05595096589201663,0.007594498518288837,0.007344044451499737,521812
kevinlove,0.00918001339695639,0.12923228827907773,0.008315495009134102,0.008814854764546206,2931388
kingjames,0.016931067265492542,0.19441727320545832,0.014991785915338758,0.016131768308494908,48967293
kkorv26,0.0047429835791490856,0.041450370038564444,0.008481367156285544,0.008176986618711277,727899
klaythompson,0.0067987370140794616,0.08078164887940972,0.004314952201304287,0.004154515450202683,6180435
kostas__ante13,0.002150900080273007,0.01086179018757658,0.001987842353972782,0.0018817261691840093,357303
kporzee,0.0033894396423520354,0.02789337879466618,0.0017451374158765477,0.001582574326841543,1641018
kuz,0.00867824496935527,0.10035775600873702,0.00845126445356978,0.0090253524623112,3015389
kyle_lowry7,0.006855747571780085,0.10942866682154193,0.004183952133326116,0.004209827880599751,1193959
kyrieirving,0.013572160071044495,0.1824346538382556,0.01690026434314827,0.017729102372486136,12631548
leafsquad,0.0031797046375712295,0.02272633931624685,0.0037019750539491027,0.0033838060114180276,107292
louwillville,0.009025489513786058,0.11501581511086705,0.008766542718438628,0.00887382638924127,799523
lucmbahamoute,0.0027413090389111655,0.031572120570417826,0.0023118650719894077,0.0019979477826909445,57400
lukadoncic,0.008150052038404815,0.07916971689445476,0.016532047933032087,0.0170734369845865,2677120
mac11,0.0037922270999540776,0.05133528656129381,0.0017085183285283948,0.0016291421571560814,453767
manuginobili,0.004776637596998426,0.023448321792732246,0.00026608333758671837,0.00022743116387595444,1106642
marcgasol,0.004938428257384699,0.0379081029295796,0.017990127560324105,0.016938673361008242,317052
markellefultz,0.006060826596573981,0.06772534799583103,0.0,0.0,2128755
marshon_brooks,0.0031317397481845344,0.029145022338968814,0.0019013909732883158,0.0016631271381973298,
matthewdelly,0.005023904617941366,0.043080699951541956,0.005533543015248602,0.0052812527807821535,445026
megalodon20,0.0023682727783859983,0.0145102598810957,0.0010038480380680681,0.0008219822968838199,131018
mettaworldpeace37,0.0008059611035902292,4.334011847323257e-17,0.0,0.0,14411
mgortat13,0.002255975812284011,0.01155324458186742,0.0003548009223341071,0.0003147883837416549,158978
milesplumlee,0.002772981688442001,0.017546519312623805,0.003739348460137332,0.003267737596957382,49732
mkg14,0.0034725231697892,0.038973303322812375,2.5376616006246804e-05,2.3374905058810256e-05,201338
money23green,0.009478608792919712,0.12238244468803496,0.009004382909098335,0.009716247022426827,
mr_carter5,0.004558609875698865,0.031753435615783136,0.010026970449611584,0.009232476600141412,338007
nicbatum88,0.002712303505762313,0.013442134884305932,0.001125252701145693,0.0010216745450703976,219665
nicholaf44,0.0016888887416040025,0.006914688113325878,0.00013906558842490064,0.00012968042452473402,12683
officialeg10,0.0032109386808060383,0.027829141404736423,0.0024251857083075518,0.0021467505855155803,294727
officialzhouqi,0.0013297796684087898,0.007752527061454246,2.130475105197989e-05,2.0888614064041722e-05,68222
omricasspi18,0.0038676143511258507,0.04548402112332056,0.001373962121320712,0.0012801845096637292,289420
ottodayporter22,0.003697327031315053,0.0255167211813989,0.0035291993595061265,0.0032429857697198806,85479
paugasol,0.005594362859114802,0.04350146019450138,0.002785581000230989,0.0026042735798142962,1346315
paulpierce,0.003148934805287495,0.043112734661934854,0.001476820316041197,0.0013554705461651397,
quincyacy,0.0047113408255653084,0.04963209583951518,0.005948376288524563,0.00576769589194231,
rajonrondo,0.004832973366938761,0.05975187139921886,0.0006734660067037763,0.0006312867988600853,1147598
realdwest30,0.002049812791547414,0.0240591899332714,0.00013637064611411417,0.00013544500929029167,13226
realtristan13,0.0062271691813016615,0.0876758313700982,0.0037690642665415275,0.003788281796188586,3080245
reggie_jackson,0.0032373350629350487,0.03251752266295554,0.0031454470148659197,0.002867988855461377,139641
rekehavoc1,0.004055283742884164,0.044672544038592686,0.0036754186333102087,0.003342161053654892,140993
royhibbert55,0.0014127317711552913,0.011049912657021816,4.0902308732029446e-05,3.6967637976823524e-05,
rudygay,0.009896278591920507,0.1328100447318349,0.017340697172921398,0.018344985592303693,
rudygobert27,0.0030914033258003506,0.010527735892367454,0.003569525923911906,0.003129578091258502,310767
russwest44,0.01546099115290284,0.18393681362341363,0.02571773129680718,0.027216204007552473,13061090
ruuufio,0.00565405094290475,0.04191851829175311,0.009035356169388374,0.008734267356755837,516940
sdot1414,0.004923776771018714,0.05365316255503271,0.0015665623293380747,0.001456407640695619,653112
sergeibaka,0.005187668165170315,0.052789084273227906,0.0007098177728742355,0.0006917068111646042,749714
sir_deuce2,0.007033137132571891,0.0732277509152069,0.014343101124623274,0.014233248079187953,58071
stephencurry30,0.012064110048031469,0.14406635560838932,0.019788505280278982,0.020297285688550718,25095869
stephensonlance,0.009724069051964882,0.10128009386552655,0.02321393174663186,0.022979075033234497,1802293
stevenadams,0.0040757547817661865,0.030257165918952413,0.003484956207786533,0.003351702232799435,410922
supermariohezonja,0.0019507583294324073,0.014232284415829546,0.0,0.0,81874
swaggyp1,0.009260903233377455,0.11569210511791861,0.01379725311747642,0.014257600784735402,3405044
swipathefox,0.006441985215464193,0.08036316764105524,0.007440072369823894,0.007511717712230086,1262725
swish41,0.004009368830143551,0.033922496316167096,0.001364053177719736,0.0012963828410647563,844657
tajgibson22,0.005546922527510723,0.05890760704389357,0.0071300719654269745,0.006907436360668097,
teamswish,0.010971261206740258,0.1487062617284237,0.01295826270999836,0.013538118287033739,4292808
thats_g_,0.0029302420513607043,0.026481723361265194,0.0015288431022869961,0.0013395276778655298,136035
the_1_dragon,0.0022945397956470946,0.021862655567304885,0.0005335996428870772,0.0004550815598698657,332463
the_4th_holiday,0.002585853226121839,0.018076821942755634,0.0011560997575029606,0.0008752859662792353,61603
thebledshow,0.008100909735587677,0.09869111104121192,0.013510537783315155,0.014179560996421554,591529
thonmaker,0.0029491524026347892,0.015903658400771372,0.0024630912391346896,0.0022040135481281825,170848
timmyjr10,0.005117321356862139,0.061188022297658407,0.005979126698994627,0.005946474379690349,468113
tobiasharris,0.006284132975206775,0.05791883464788589,0.009450758585866198,0.009402440643763154,351733
traeyoung,0.005547935088122295,0.07907723248031183,0.0005756358333448917,0.0006439353449862916,1432855
twoshotonee,0.0033700507441281028,0.033505098972382116,0.004041345132511903,0.0037762277581170436,46919
tysonchandler,0.00553906122543043,0.06406071046067682,0.0017904441079242238,0.0018213216895094136,320779
vevey1800,0.0037682594655498417,0.023186728319778183,0.006140839459093169,0.005487559852354922,28444
vicoladipo,0.008796394420540341,0.07472025961306929,0.01747634916087864,0.01799599705955952,1368209
waiters3,0.006090462654232108,0.08678641778573759,0.00641302711897657,0.0064649060971138745,
wessywes23,0.0050485603567847395,0.05156127998674431,0.005012574228995974,0.004808434491183918,176057
ygtrece,0.01358760213760087,0.18014057828437657,0.025629736428758317,0.027683167027070587,7754575
youngheirgordon,0.0035217781429485225,0.03561588279767498,0.004180629629285484,0.003948512290798067,999940
zachlavine8,0.004296525527246074,0.04585219668739019,0.002821702436639514,0.0026077409019274033,1870152
zazapachulia,0.006256149720208231,0.046840395159169594,0.008784576452667685,0.008674873272195686,
zo,0.006044289691738741,0.06287223557374515,0.0030554322574175047,0.003075742304731705,6423680
