username,pagerank,eigen,load,betw,followers
matthewdelly,0.005640358918092368,0.04497532483701161,0.00686760080728886,0.00661354517546712,445027
megalodon20,0.002658168544898887,0.016344713929825744,0.001148079731670284,0.0009386972847996597,131019
mettaworldpeace37,0.0008710401261690917,2.8179628715118568e-18,0.0,0.0,14408
mgortat13,0.0023345062242319694,0.011801935236155187,0.00041200964922697976,0.00035136715963509827,158977
milesplumlee,0.0029702962467966078,0.01768037550936933,0.0032689305853446553,0.0029106394594297824,49733
mkg14,0.003006780941562439,0.037374819080926054,0.0,0.0,201340
mr_carter5,0.004144562307823313,0.027769299318241677,0.00981823808308235,0.008930397814351673,338010
nicbatum88,0.003055167765740971,0.014234231351399609,0.0015022301215375984,0.0013833999771647684,219664
nicholaf44,0.001675254317774973,0.006573793495853382,3.198800637130808e-05,3.0166031039796332e-05,12683
officialeg10,0.0035995369342444535,0.030614747951544032,0.0028317938022055914,0.002520197817160778,294727
officialzhouqi,0.0014548559063395367,0.008570356993472757,2.3883038804549934e-05,2.2989314518085736e-05,68223
omricasspi18,0.0038645664778285474,0.038460936783634735,0.001179403369452216,0.0010507728102057577,289423
ottodayporter22,0.0037910159406031583,0.025785083672723242,0.003696124536310766,0.00328848130645895,85479
paugasol,0.005821977762511645,0.03986396463402537,0.002895986458219462,0.002732549411685707,1346316
rajonrondo,0.004811244634421753,0.05714709159013674,0.0003002330142203229,0.00030009818929404073,1147603
realdwest30,0.0020640778559116615,0.022383231126357605,0.0001449791686166162,0.0001406481688557626,13226
realtristan13,0.006691800343876763,0.09057592781994997,0.004199464716092195,0.0042080949511562465,3080259
reggie_jackson,0.00332734303523175,0.032498784250633746,0.0030096174593624275,0.002733528545745695,139639
rekehavoc1,0.004062892315125152,0.04007658377510464,0.0035684482398898798,0.0031354006965078856,140991
rudygobert27,0.003301360133223088,0.010724162576012051,0.003535433610836989,0.0031093008780243864,310767
russwest44,0.015845239591533264,0.18743701072793736,0.0257645097547169,0.027448396347368082,13061059
ruuufio,0.006460588707609297,0.047184528008547694,0.010890432345639117,0.010638092014462126,516941
sdot1414,0.004945041934103618,0.04668508498113983,0.0016131456692257938,0.0015023307704590827,653113
sergeibaka,0.0052687389891939666,0.04760391598927841,0.0008287901249886145,0.0008213239822566975,749718
sir_deuce2,0.007849432991251744,0.07893509937826476,0.016347713285914774,0.01609586119307632,58075
stephencurry30,0.012323208790163269,0.14164595354776924,0.02191343002143531,0.022557741939284677,25095709
stephensonlance,0.009539525106436972,0.10512947831949739,0.0203794900645514,0.020240822228652703,1802296
stevenadams,0.004310550223994783,0.028787222198539967,0.0038789559549977236,0.0037171872005777947,410926
supermariohezonja,0.0021570895848768428,0.01600332494893125,0.0,0.0,81875
swaggyp1,0.00980477899521746,0.1132998935971256,0.014083478708652328,0.014403487756111607,3405042
swipathefox,0.0071121706247388216,0.08633360983300023,0.00826637082487236,0.008378096384062325,1262735
swish41,0.003995060544928368,0.02976606336656104,0.0014193284341715564,0.0012903467668588706,844658
teamswish,0.01198489725082703,0.15753228277876757,0.013658077188768785,0.014336546999148998,4292788
thats_g_,0.002921201206236729,0.02366140933542993,0.0018228891547461435,0.0016654397332314312,136028
the_1_dragon,0.002431041088501657,0.021772602137152448,0.000531074281666574,0.0004452842121766474,332460
the_4th_holiday,0.00289152483455834,0.02017459447995776,0.0012922369257664787,0.0010083939922082184,61600
thebledshow,0.008775177511693866,0.09988804754682257,0.014211801477437537,0.014920434055134045,591529
thonmaker,0.00341779062384019,0.017356801141761836,0.0029637564313703527,0.0026827324834381703,170847
timmyjr10,0.005410173505968684,0.06464692489226484,0.006018135367793228,0.005950525046235117,468113
tobiasharris,0.006155526449891584,0.05840911888268858,0.01052255506241042,0.01032305404965211,351731
traeyoung,0.006131962806857662,0.08395469804773276,0.0006283696285381082,0.0007168437594412168,1432862
twoshotonee,0.0036300831597862156,0.03551738885760852,0.00445548406435125,0.004162698005755227,46918
tysonchandler,0.005857374853638524,0.06496860520506081,0.00212924552807499,0.002102928508390702,320778
vevey1800,0.004167526954218085,0.02566944570553778,0.007552159673453432,0.006923095186809655,28444
vicoladipo,0.008588909701451413,0.07506434213048123,0.01935066009202071,0.019966007515193288,1368203
wessywes23,0.005201060610867033,0.04928205657666324,0.005116725064983832,0.004817207076904384,176058
ygtrece,0.01440534062336386,0.18546248915530866,0.024001122648716736,0.025818027470518805,7754547
youngheirgordon,0.003961651289463204,0.03927905505481721,0.0052187175139708376,0.004917130596473457,999944
zachlavine8,0.004835907872905076,0.05099819471222543,0.003445703587336336,0.0031860862725936285,1870136
zo,0.006781836590698335,0.07137510846193651,0.0034787558305792764,0.003537755410196127,6423660
