dwyanewade,0.05170624756984069
ygtrece,0.04488941668608386
easymoneysniper,0.034661903311479954
cp3,0.03378773835513
antdavis23,0.029215667562801476
kyrieirving,0.028262673380943414
johnwall,0.027646395325870935
stephencurry30,0.026245360267252552
boogiecousins,0.023996853377024282
sir_deuce2,0.02282999283835326
lukadoncic,0.022482326147061176
isaiahthomas,0.021226737708742394
stephensonlance,0.021065914397691878
marcgasol,0.02095151327758333
kingjames,0.020216472175306432
dloading,0.01804340088342018
damianlillard,0.017640718352060242
deandre,0.016551837498546773
thebledshow,0.01574327246751069
teamswish,0.015607019260062078
joelembiid,0.015321891595264573
hbarnes,0.015075378703590037
jaytatum0,0.014911955838289881
tobiasharris,0.013991688009838346
swipathefox,0.013855724485981534
karltowns,0.013105914874317018
bismackbiyombo,0.012748293940026925
boban,0.012721047974462342
kuz,0.012112689116507366
blakegriffin23,0.011430212618751065
jharden13,0.011261973408150034
courtneylee,0.01093585948626022
joeingles7,0.010694018770736934
dbook,0.010590588177062996
kennethfaried35,0.010387403452260807
kevinlove,0.010080833939608829
mr_carter5,0.009571843515732653
brunofive,0.009351947027260978
atolliver44,0.009212613035143083
timmyjr10,0.00907925865168728
brandonknight,0.008761025572929121
alhorford,0.008448366742086823
bogdanbogdanovic,0.008408174885710058
carmeloanthony,0.008304296433325944
benoudrih19,0.008003666096273157
1ngram4,0.007629634768191482
andredrummondd,0.007607180180524495
vevey1800,0.007020770011933835
22wiggins,0.006941711162673739
jimmybutler,0.006674379493904167
juliusrandle30,0.006652117524856737
twoshotonee,0.006441356827364134
iso_zo,0.006273946144457139
bradbeal3,0.006005734286064386
imanshumpert,0.005992564527409539
klaythompson,0.005829803376193359
bam1of1,0.0058172640505769774
alexlen_21,0.005780966359797226
brush_4,0.0054048370239539
3tross1,0.005186775247981602
ekpeudoh,0.005145135910882125
youngheirgordon,0.005134458741681207
dakarijohnson,0.005071229196560968
bensimmons,0.005067395123524369
g.green14,0.005013478769098737
daanteee,0.005007176270736892
demar_derozan,0.004906525229432691
iclark21,0.004876268832568888
stevenadams,0.004802534385156687
dwill8,0.004800956526167539
zo,0.004605245892611977
kostas__ante13,0.004174797988759677
zachlavine8,0.004161200648652024
kyle_lowry7,0.003921623037948607
acfresh21,0.003909645321882403
cediosman,0.0036918698137511437
houseobayne,0.0035939590397454247
b_mclemore23,0.003507207250128379
officialeg10,0.003332587224741855
ottodayporter22,0.0033159578720842265
thonmaker,0.0032379166704646378
rudygobert27,0.003207214459041658
dwighthoward,0.0031605293960731713
flydre21,0.002915809570112165
iamamirjohnson,0.002782187095400577
jeffteague,0.0027057680649337297
antezizic,0.0025958378581106088
lucmbahamoute,0.002548864205750786
_alvo_,0.002522663882745397
blakeney96,0.002453123702162918
giannis_an34,0.0024267127855015077
kporzee,0.002414232689639987
austinjrivers,0.0023970694378070857
drewroc5,0.002366332326736129
mac11,0.0023050539322390803
antsimons,0.00221616755094101
channingfrye,0.0020905416797873354
thats_g_,0.002088460043957279
ds17_fg,0.0019989135098877897
jhart,0.0018650905930438569
nicbatum88,0.0018578460179373684
sdot1414,0.001828521783653045
alexthegreat22,0.0018175347575978159
jjbarea11,0.0017928453707791538
chiefhasarrived,0.0017819402384632308
megalodon20,0.001765756597118171
jlin7,0.0017576366621352047
ccapela15,0.0016854526565207733
imfelicio,0.0016705336368412992
chrisbosh,0.001648894220017578
dulenader2,0.0015703432096664746
balapat,0.0015373733190394247
omricasspi18,0.0014868226360033507
ajincaalexis,0.0014833171738067514
ageefla,0.0014572250370106844
alizejohnson24,0.0014400217615002456
swish41,0.0014306036782124473
_tonyparker09,0.0012710738482554444
traeyoung,0.0011975702980737283
andersonvarejao18,0.0011688789614324596
iammontaellis,0.0011233034147474206
alexabrines,0.0010999035942608926
diawboris,0.0010649504668651842
amilejefferson,0.0010293678122170276
bportistime,0.0010054545150011086
adreian_payne,0.0009815849016551646
alantwilliams,0.0009528216502589054
caldwellpope,0.0008113233750719998
andre,0.0008045049285610831
sergeibaka,0.000649147193639032
the_4th_holiday,0.0006250983851742639
danilogallogallinari,0.000587856475557525
deandreayton,0.0005534739760347141
blroberts22,0.0005497855866961707
the_1_dragon,0.0005417606827043038
cantguard21,0.0004815557561460634
rajonrondo,0.00047523268151920584
graysonjallen,0.00046962526845195103
angeldelgado,0.000396927125865934
alecpeters25,0.00036867093441189934
bjohnson_23,0.0003458880065571319
realdwest30,0.00029650040768118877
bpaul,0.0002964764465649605
brucebrown11,0.0002905430403587994
devinharris34,0.0002626036306752054
gordonhayward,0.00016388328045419047
allencrabbe,0.0001540691947747741
dreadheadjizzle,6.693876091956603e-05
dubblea74,4.8300665609231355e-05
nicholaf44,4.160857572388611e-05
officialzhouqi,3.833672408137803e-05
kw15,0.0
44bojan,0.0
jcrossover.11,0.0
mkg14,0.0
abrooksart,0.0
andrewbogut,0.0
eneskanter11,0.0
